id_starname,cks_steff,cks_steff_err1,cks_steff_err2,cks_smet,cks_smet_err1,cks_smet_err2,m17_kmag,m17_kmag_err,gaia2_sparallax,gaia2_sparallax_err,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err1,giso_smass_err2,giso_slogage,giso_slogage_err1,giso_slogage_err2,gaia2_gflux_ratio,fur17_rcorr_avg
K02676,6329, 60, -60,-0.07,0.04,-0.04,11.928,0.021,0.762,0.020,2.411,0.083,-0.079,1.442,0.057,-0.091,9.39,0.09,-0.08,1.053,nan
K02677,6130, 60, -60,0.03,0.04,-0.04,12.137,0.016,0.995,0.017,1.666,0.045,-0.044,1.236,0.032,-0.068,9.59,0.11,-0.05,1.000,nan
K02678,5416, 60, -60,0.12,0.04,-0.04,10.088,0.016,5.764,0.023,0.787,0.019,-0.018,0.894,0.008,-0.010,8.93,0.25,-0.53,1.000,nan
K02686,4713, 60, -60,-0.05,0.04,-0.04,11.559,0.020,3.671,0.013,0.687,0.019,-0.018,0.725,0.016,-0.024,9.64,0.34,-0.56,1.015,nan
K02687,5788, 60, -60,0.07,0.04,-0.04,8.693,0.015,8.872,0.023,0.935,0.021,-0.020,1.014,0.002,-0.035,9.11,0.41,-0.14,1.000,nan
K02690,5516, 60, -60,0.14,0.04,-0.04,11.758,0.021,2.480,0.016,0.841,0.021,-0.020,0.945,0.006,-0.015,8.90,0.40,-0.43,1.001,nan
K02694,4780, 60, -60,0.24,0.04,-0.04,12.684,0.031,2.104,0.025,0.703,0.022,-0.021,0.791,0.011,-0.015,9.21,0.43,-0.71,1.000,nan
K02698,5936, 60, -60,0.11,0.04,-0.04,12.442,0.022,1.273,0.015,1.180,0.031,-0.030,1.083,0.034,-0.033,9.60,0.13,-0.16,1.023,nan
K02706,6337, 60, -60,0.11,0.04,-0.04,9.109,0.019,3.383,0.027,1.930,0.044,-0.042,1.429,0.028,-0.021,9.37,0.03,-0.04,1.000,1.0029
K02712,6354, 60, -60,0.26,0.04,-0.04,9.948,0.017,2.444,0.030,1.816,0.044,-0.043,1.460,0.020,-0.022,9.30,0.05,-0.05,1.489,nan
K02714,6045, 60, -60,0.00,0.04,-0.04,11.987,0.021,1.060,0.018,1.689,0.047,-0.046,1.173,0.068,-0.048,9.70,0.07,-0.11,1.000,nan
K02717,6063, 60, -60,0.00,0.04,-0.04,11.122,0.018,2.173,0.022,1.221,0.029,-0.029,1.076,0.032,-0.029,9.67,0.09,-0.10,1.000,nan
K02720,5926, 60, -60,-0.13,0.04,-0.04,8.996,0.014,4.702,0.027,1.522,0.034,-0.033,1.015,0.025,-0.022,9.91,0.04,-0.04,1.000,nan
K02722,6119, 60, -60,-0.06,0.04,-0.04,11.993,0.018,1.623,0.019,1.090,0.027,-0.026,1.072,0.036,-0.029,9.40,0.17,-0.30,1.010,1.0023
K02729,5646, 60, -60,-0.27,0.04,-0.04,12.374,nan,1.499,0.012,1.045,0.026,-0.025,0.833,0.015,-0.009,10.12,0.02,-0.04,1.172,nan
K02730,5597, 60, -60,-0.02,0.04,-0.04,12.305,0.023,1.253,0.016,1.294,0.036,-0.035,0.916,0.020,-0.015,10.11,0.03,-0.04,1.000,nan
K02732,6094, 60, -60,0.09,0.04,-0.04,11.537,0.015,1.215,0.023,1.803,0.051,-0.050,1.299,0.030,-0.089,9.55,0.13,-0.05,1.000,nan
K02737,5641, 60, -60,0.36,0.04,-0.04,10.867,0.014,1.965,0.020,1.573,0.039,-0.038,1.183,0.048,-0.071,9.79,0.11,-0.09,1.003,nan
K02740,5988, 60, -60,-0.27,0.04,-0.04,12.143,0.022,0.857,0.021,1.978,0.067,-0.064,1.084,0.022,-0.022,9.77,0.03,-0.03,1.073,nan
K02741,5852, 60, -60,0.06,0.04,-0.04,11.580,0.018,2.178,0.019,1.010,0.024,-0.024,1.031,0.043,-0.021,9.42,0.18,-0.51,1.000,nan
K02743,5581, 60, -60,-0.01,0.04,-0.04,12.122,0.019,1.916,0.015,0.921,0.023,-0.022,0.921,0.037,-0.033,9.72,0.17,-0.31,1.062,1.0152
K02748,5499, 60, -60,-0.06,0.04,-0.04,12.366,0.020,0.912,0.018,1.748,0.055,-0.053,0.985,0.019,-0.020,10.01,0.03,-0.03,1.015,nan
K02749,6260, 60, -60,0.02,0.04,-0.04,10.024,0.014,1.845,0.030,2.357,0.062,-0.060,1.499,0.023,-0.116,9.35,0.13,-0.03,1.000,1.0298
K02753,5834, 60, -60,0.22,0.04,-0.04,12.106,0.021,1.352,0.019,1.278,0.035,-0.034,1.106,0.028,-0.032,9.75,0.08,-0.09,1.000,nan
K02754,5874, 60, -60,-0.08,0.04,-0.04,10.627,0.014,2.721,0.057,1.249,0.038,-0.037,0.968,0.028,-0.027,9.95,0.06,-0.06,1.000,1.0332
K02755,5741, 60, -60,-0.15,0.04,-0.04,10.706,0.019,3.424,0.020,0.971,0.023,-0.022,0.893,0.033,-0.030,9.91,0.10,-0.13,1.005,nan
K02756,5909, 60, -60,0.11,0.04,-0.04,13.240,0.028,1.043,0.024,0.988,0.034,-0.033,1.064,0.019,-0.028,8.99,0.35,-0.45,1.005,nan
K02758,5219, 60, -60,0.34,0.04,-0.04,9.839,0.014,1.485,0.024,3.577,0.104,-0.101,1.730,0.011,-0.002,9.27,0.02,-0.02,1.002,nan
K02762,4683, 60, -60,0.28,0.04,-0.04,12.636,0.018,2.121,0.022,0.724,0.021,-0.020,0.795,0.010,-0.019,9.38,0.41,-0.49,1.000,nan
K02763,4725, 60, -60,-0.01,0.04,-0.04,13.125,0.027,1.739,0.027,0.708,0.023,-0.022,0.737,0.019,-0.023,9.77,0.26,-0.48,1.000,nan
K02765,6230, 60, -60,0.10,0.04,-0.04,12.453,0.030,0.762,0.013,1.867,0.056,-0.054,1.368,0.025,-0.036,9.45,0.05,-0.04,1.000,nan
K02768,5326, 60, -60,-0.03,0.04,-0.04,13.477,0.041,1.255,0.022,0.771,0.027,-0.026,0.860,0.012,-0.019,9.13,0.43,-0.53,1.015,1.0191
K02769,5787, 60, -60,-0.02,0.04,-0.04,12.164,0.023,0.888,0.013,1.907,0.054,-0.052,1.115,0.022,-0.021,9.81,0.03,-0.03,1.007,nan
K02771,6165, 60, -60,-0.06,0.04,-0.04,10.462,0.020,3.256,0.024,1.094,0.025,-0.025,1.094,0.033,-0.042,9.26,0.25,-0.35,1.002,1.0012
K02781,5701, 60, -60,-0.44,0.04,-0.04,11.107,0.020,1.756,0.029,1.617,0.047,-0.045,0.865,0.017,-0.016,10.09,0.03,-0.03,1.010,nan
K02785,5815, 60, -60,-0.00,0.04,-0.04,12.633,0.021,1.195,0.018,1.133,0.031,-0.030,0.976,0.031,-0.030,9.89,0.08,-0.09,1.000,nan
K02786,6333, 60, -60,-0.16,0.04,-0.04,12.563,0.027,0.762,0.013,1.764,0.051,-0.049,1.234,0.038,-0.077,9.55,0.11,-0.06,1.000,nan
K02792,5970, 60, -60,0.20,0.04,-0.04,9.761,0.023,3.643,0.025,1.369,0.033,-0.032,1.178,0.025,-0.028,9.63,0.07,-0.07,1.000,1.0000
K02796,5687, 60, -60,-0.01,0.04,-0.04,13.385,0.043,0.937,0.019,1.042,0.038,-0.036,0.930,0.032,-0.030,9.93,0.09,-0.12,1.009,nan
K02801,6057, 60, -60,0.04,0.04,-0.04,9.472,0.018,3.871,0.026,1.481,0.034,-0.033,1.134,0.050,-0.036,9.71,0.07,-0.10,1.000,1.0001
K02803,5575, 60, -60,0.17,0.04,-0.04,10.642,0.018,3.529,0.023,0.980,0.024,-0.023,0.987,0.039,-0.037,9.69,0.17,-0.30,1.061,1.0317
K02805,5870, 60, -60,-0.22,0.04,-0.04,11.919,0.027,1.515,0.012,1.243,0.032,-0.031,0.906,0.026,-0.024,10.03,0.05,-0.05,1.000,nan
K02807,6400, 60, -60,0.16,0.04,-0.04,12.537,0.035,0.976,0.018,1.389,0.044,-0.043,1.306,0.027,-0.019,9.13,0.11,-0.19,1.171,1.0826
K02815,5876, 60, -60,-0.05,0.04,-0.04,12.028,0.021,1.522,0.018,1.171,0.030,-0.029,0.976,0.028,-0.029,9.90,0.07,-0.08,1.057,nan
K02828,4699, 60, -60,-0.03,0.04,-0.04,13.430,0.033,1.652,0.037,0.647,0.025,-0.024,0.713,0.020,-0.021,9.53,0.40,-0.69,1.000,nan
K02829,5875, 60, -60,0.00,0.04,-0.04,11.444,0.018,1.619,0.022,1.442,0.038,-0.037,1.036,0.029,-0.026,9.90,0.05,-0.05,1.000,nan
K02831,5752, 60, -60,-0.01,0.04,-0.04,11.052,0.011,1.295,0.019,2.186,0.057,-0.056,1.202,0.024,-0.016,9.70,0.02,-0.02,1.000,nan
K02832,5037, 60, -60,0.08,0.04,-0.04,11.980,0.022,2.594,0.014,0.768,0.021,-0.020,0.831,0.013,-0.024,9.47,0.33,-0.42,1.000,nan
K02833,6193, 60, -60,-0.19,0.04,-0.04,11.123,0.017,2.131,0.026,1.266,0.031,-0.030,1.030,0.029,-0.028,9.73,0.07,-0.08,1.003,nan
K02838,5700, 60, -60,0.15,0.04,-0.04,11.857,0.021,1.215,0.016,1.618,0.044,-0.043,1.083,0.026,-0.023,9.91,0.03,-0.04,1.008,1.0022
K02840,5621, 60, -60,-0.03,0.04,-0.04,12.261,0.021,1.091,0.017,1.531,0.044,-0.043,0.957,0.022,-0.021,10.05,0.03,-0.03,1.019,nan
K02841,5161, 60, -60,-0.11,0.04,-0.04,13.978,0.060,0.971,0.036,0.817,0.044,-0.041,0.795,0.027,-0.023,9.94,0.15,-0.31,1.115,1.0327
K02848,5704, 60, -60,0.32,0.04,-0.04,10.919,0.036,2.280,0.021,1.319,0.038,-0.037,1.104,0.035,-0.033,9.82,0.08,-0.09,1.271,1.0028
K02857,6190, 60, -60,0.22,0.04,-0.04,12.349,0.020,1.020,0.016,1.466,0.039,-0.038,1.271,0.013,-0.018,9.43,0.06,-0.03,1.000,nan
K02859,5260, 60, -60,-0.07,0.04,-0.04,12.052,0.016,1.965,0.021,0.954,0.025,-0.025,0.839,0.010,-0.009,10.12,0.02,-0.04,1.000,1.0576
K02863,5660, 60, -60,-0.25,0.04,-0.04,12.220,0.022,1.493,0.014,1.127,0.029,-0.028,0.851,0.014,-0.010,10.12,0.02,-0.03,1.000,nan
K02864,5779, 60, -60,-0.15,0.04,-0.04,11.449,0.033,2.352,0.024,1.003,0.028,-0.027,0.903,0.032,-0.031,9.92,0.10,-0.12,1.156,nan
K02866,6280, 60, -60,0.07,0.04,-0.04,12.789,0.024,0.613,0.042,2.016,0.155,-0.138,1.401,0.054,-0.055,9.41,0.06,-0.05,1.000,nan
K02874,5234, 60, -60,-0.09,0.04,-0.04,13.183,0.029,1.409,0.022,0.797,0.025,-0.024,0.821,0.030,-0.032,9.77,0.23,-0.44,1.000,nan
K02875,4966, 60, -60,-0.10,0.04,-0.04,12.807,0.027,2.007,0.027,0.684,0.021,-0.020,0.750,0.016,-0.023,9.42,0.43,-0.51,1.000,nan
K02884,5729, 60, -60,-0.00,0.04,-0.04,12.471,0.031,0.445,0.031,3.393,0.273,-0.241,1.543,0.067,-0.055,9.33,0.06,-0.06,1.006,nan
K02885,5492, 60, -60,-0.36,0.04,-0.04,12.063,0.028,0.928,0.015,1.981,0.060,-0.058,0.954,0.020,-0.018,9.97,0.03,-0.02,1.005,nan
K02904,6139, 60, -60,0.29,0.04,-0.04,11.359,0.018,1.382,0.053,1.727,0.079,-0.074,1.373,0.030,-0.017,9.43,0.04,-0.05,1.050,1.0304
K02906,6093, 60, -60,-0.24,0.04,-0.04,12.319,0.020,0.998,0.022,1.581,0.050,-0.048,1.019,0.025,-0.023,9.85,0.04,-0.04,1.000,nan
K02913,5727, 60, -60,0.32,0.04,-0.04,11.361,0.011,1.477,0.033,1.658,0.052,-0.050,1.236,0.036,-0.086,9.71,0.13,-0.06,1.021,nan
K02915,5618, 60, -60,0.02,0.04,-0.04,11.956,0.020,2.081,0.016,0.914,0.023,-0.022,0.956,0.030,-0.037,9.48,0.25,-0.51,1.005,nan
K02916,4973, 60, -60,-0.01,0.04,-0.04,12.402,0.019,2.166,0.016,0.764,0.021,-0.020,0.796,0.026,-0.030,9.76,0.26,-0.42,1.000,nan
K02925,5444, 60, -60,0.20,0.04,-0.04,11.729,0.017,2.512,0.015,0.852,0.021,-0.020,0.948,0.014,-0.015,9.06,0.28,-0.54,1.003,nan
K02926,5052, 60, -60,-0.50,0.04,-0.04,13.343,0.042,2.228,0.036,0.480,0.017,-0.016,0.000,0.000,-0.000,-inf,nan,nan,1.000,1.3341
K02931,4962, 60, -60,-0.11,0.04,-0.04,12.696,0.021,2.036,0.019,0.709,0.020,-0.019,0.757,0.018,-0.028,9.63,0.33,-0.47,1.000,nan
K02943,5781, 60, -60,0.34,0.04,-0.04,12.366,0.018,0.987,0.016,1.557,0.044,-0.042,1.222,0.031,-0.063,9.70,0.11,-0.06,1.012,nan
K02949,5913, 60, -60,0.08,0.04,-0.04,11.903,0.022,1.388,0.014,1.359,0.034,-0.033,1.080,0.038,-0.035,9.80,0.07,-0.08,1.017,1.0047
K02956,6422, 60, -60,-0.01,0.04,-0.04,10.679,0.016,1.586,0.020,1.989,0.047,-0.046,1.410,0.033,-0.034,9.37,0.05,-0.04,1.000,nan
K02960,5913, 60, -60,0.07,0.04,-0.04,11.850,0.017,1.649,0.012,1.172,0.027,-0.026,1.048,0.032,-0.030,9.73,0.09,-0.11,1.000,nan
K02961,6069, 60, -60,0.12,0.04,-0.04,11.290,0.019,2.053,0.029,1.193,0.031,-0.030,1.145,0.029,-0.036,9.43,0.14,-0.20,1.004,1.0003
K02964,6123, 60, -60,-0.33,0.04,-0.04,12.468,0.020,0.859,0.017,1.716,0.051,-0.050,1.023,0.022,-0.021,9.83,0.03,-0.03,1.010,nan
K02968,6212, 60, -60,-0.11,0.04,-0.04,10.293,0.012,1.782,0.023,2.161,0.052,-0.051,1.270,0.017,-0.027,9.57,0.03,-0.02,1.000,nan
K02970,6130, 60, -60,-0.07,0.04,-0.04,11.566,0.021,1.913,0.024,1.127,0.029,-0.028,1.069,0.032,-0.035,9.51,0.14,-0.17,1.009,nan
K02971,6274, 60, -60,0.18,0.04,-0.04,11.438,0.018,1.320,0.026,1.731,0.051,-0.050,1.367,0.024,-0.023,9.41,0.04,-0.05,1.010,1.0547
K02974,6547, 60, -60,0.09,0.04,-0.04,12.593,0.023,0.372,0.020,3.529,0.215,-0.196,1.905,0.019,-0.021,9.06,0.03,-0.04,1.009,nan
K02977,5969, 60, -60,-0.04,0.04,-0.04,12.355,0.021,1.198,0.014,1.276,0.033,-0.032,1.024,0.029,-0.029,9.84,0.06,-0.07,1.000,nan
K02979,5957, 60, -60,-0.17,0.04,-0.04,11.901,0.021,1.506,0.016,1.262,0.032,-0.031,0.955,0.028,-0.026,9.94,0.06,-0.06,1.007,nan
K02984,6123, 60, -60,0.09,0.04,-0.04,11.637,0.020,1.253,0.014,1.700,0.042,-0.041,1.266,0.028,-0.050,9.56,0.10,-0.05,1.018,1.0094
K03008,6018, 60, -60,-0.07,0.04,-0.04,10.694,0.011,1.893,0.022,1.723,0.041,-0.040,1.112,0.027,-0.022,9.78,0.03,-0.04,1.000,nan
K03009,5113, 60, -60,0.18,0.04,-0.04,13.248,0.034,1.463,0.020,0.753,0.024,-0.023,0.853,0.014,-0.016,9.13,0.38,-0.57,1.000,nan
K03012,5493, 60, -60,-0.50,0.04,-0.04,11.247,0.022,1.485,0.021,1.798,0.051,-0.050,0.859,0.019,-0.014,10.09,0.03,-0.03,1.047,nan
K03015,5759, 60, -60,-0.03,0.04,-0.04,11.774,0.020,1.348,0.015,1.507,0.039,-0.038,0.998,0.024,-0.022,9.97,0.04,-0.04,1.005,nan
K03017,5532, 60, -60,-0.16,0.04,-0.04,11.757,0.019,2.358,0.013,0.887,0.022,-0.021,0.840,0.030,-0.026,9.97,0.10,-0.15,1.000,nan
K03021,5879, 60, -60,0.20,0.04,-0.04,12.305,0.027,1.546,0.016,1.017,0.027,-0.026,1.092,0.013,-0.015,9.02,0.24,-0.41,1.084,nan
K03023,6215, 60, -60,-0.10,0.04,-0.04,11.852,0.013,1.517,0.025,1.237,0.033,-0.032,1.085,0.029,-0.029,9.61,0.08,-0.10,1.000,nan
K03032,5200, 60, -60,0.38,0.04,-0.04,13.951,0.065,0.983,0.036,0.803,0.044,-0.041,0.934,0.025,-0.019,9.30,0.36,-0.50,1.000,nan
K03039,5693, 60, -60,-0.28,0.04,-0.04,12.339,0.023,1.033,0.017,1.540,0.045,-0.043,0.895,0.018,-0.018,10.08,0.03,-0.03,1.000,nan
K03046,5672, 60, -60,0.28,0.04,-0.04,11.773,0.015,1.765,0.013,1.155,0.027,-0.027,1.052,0.030,-0.029,9.81,0.09,-0.12,1.000,nan
K03052,5371, 60, -60,-0.12,0.04,-0.04,11.767,0.016,1.901,0.014,1.122,0.028,-0.027,0.872,0.007,-0.005,10.13,0.01,-0.01,1.001,nan
K03057,5461, 60, -60,-0.06,0.04,-0.04,14.056,0.067,0.965,0.036,0.763,0.042,-0.040,0.873,0.026,-0.021,9.32,0.34,-0.52,1.011,nan
K03060,6190, 60, -60,-0.06,0.04,-0.04,11.554,0.022,1.301,0.021,1.659,0.046,-0.044,1.212,0.032,-0.073,9.60,0.11,-0.05,1.000,nan
K03065,5718, 60, -60,-0.00,0.04,-0.04,12.990,0.029,1.288,0.020,0.905,0.027,-0.026,0.972,0.015,-0.031,9.22,0.36,-0.40,1.014,1.0009
K03075,5321, 60, -60,-0.45,0.04,-0.04,11.532,0.021,2.795,0.014,0.854,0.022,-0.021,0.761,0.008,-0.007,10.12,0.02,-0.03,1.000,nan
K03083,5829, 60, -60,0.32,0.04,-0.04,11.401,0.011,2.117,0.021,1.122,0.027,-0.026,1.129,0.028,-0.026,9.40,0.17,-0.18,1.001,nan
K03086,5226, 60, -60,-0.15,0.04,-0.04,13.913,0.068,1.008,0.027,0.801,0.039,-0.037,0.794,0.030,-0.026,9.91,0.16,-0.33,1.000,nan
K03087,5320, 60, -60,0.28,0.04,-0.04,10.978,0.020,3.649,0.023,0.833,0.021,-0.021,0.927,0.021,-0.016,9.36,0.22,-0.53,1.009,nan
K03093,5879, 60, -60,0.06,0.04,-0.04,12.104,0.022,1.260,0.113,1.410,0.148,-0.125,1.053,0.041,-0.035,9.85,0.06,-0.09,1.003,nan
K03096,5477, 60, -60,-0.06,0.04,-0.04,11.914,0.019,1.182,0.015,1.664,0.045,-0.044,0.954,0.018,-0.020,10.06,0.02,-0.03,1.000,nan
K03097,5976, 60, -60,-0.01,0.04,-0.04,10.649,0.011,2.080,0.020,1.604,0.037,-0.036,1.101,0.078,-0.028,9.80,0.04,-0.11,1.000,nan
K03100,5955, 60, -60,0.27,0.04,-0.04,12.041,0.017,1.041,0.013,1.690,0.043,-0.041,1.307,0.024,-0.037,9.57,0.07,-0.04,1.006,nan
K03109,6285, 60, -60,0.12,0.04,-0.04,12.112,0.024,0.678,0.016,2.480,0.083,-0.079,1.577,0.021,-0.052,9.29,0.06,-0.04,1.000,nan
K03111,5917, 60, -60,-0.07,0.04,-0.04,11.353,0.014,2.259,0.022,1.092,0.026,-0.025,0.988,0.032,-0.033,9.75,0.11,-0.14,1.010,1.0017
K03114,6218, 60, -60,0.20,0.04,-0.04,10.964,0.015,1.176,0.025,2.415,0.073,-0.070,1.592,0.022,-0.049,9.29,0.06,-0.04,1.005,nan
K03117,5563, 60, -60,0.10,0.04,-0.04,11.508,0.020,2.545,0.015,0.913,0.022,-0.022,0.968,0.031,-0.035,9.45,0.28,-0.51,1.012,1.0007
K03122,6251, 60, -60,0.24,0.04,-0.04,10.819,0.017,1.314,0.024,2.281,0.064,-0.062,1.584,0.018,-0.032,9.28,0.05,-0.03,1.001,nan
K03125,6234, 60, -60,-0.14,0.04,-0.04,11.729,0.014,1.444,0.019,1.375,0.034,-0.033,1.091,0.035,-0.030,9.69,0.07,-0.08,1.000,nan
K03128,6142, 60, -60,-0.05,0.04,-0.04,11.900,0.021,0.908,0.016,2.044,0.058,-0.056,1.240,0.038,-0.024,9.61,0.03,-0.04,1.005,1.0011
K03130,4866, 60, -60,-0.47,0.04,-0.04,11.726,0.011,3.447,0.015,0.665,0.017,-0.017,0.673,0.023,-0.016,9.95,0.15,-0.32,1.000,nan
K03132,6257, 60, -60,0.43,0.04,-0.04,11.244,0.018,1.034,0.025,2.401,0.078,-0.075,1.682,0.032,-0.026,9.18,0.04,-0.06,1.033,nan
K03146,5654, 60, -60,0.22,0.04,-0.04,12.561,0.025,0.921,0.019,1.548,0.050,-0.048,1.079,0.031,-0.026,9.93,0.04,-0.05,1.000,nan
K03165,6267, 60, -60,-0.17,0.04,-0.04,9.191,0.011,3.499,0.021,1.814,0.038,-0.037,1.167,0.105,-0.025,9.66,0.03,-0.14,1.000,nan
K03167,5588, 60, -60,0.04,0.04,-0.04,8.763,0.025,9.484,0.024,0.865,0.021,-0.021,0.940,0.006,-0.025,9.33,0.27,-0.20,1.024,1.0226
K03168,5803, 60, -60,-0.14,0.04,-0.04,9.033,0.023,4.486,0.023,1.594,0.038,-0.037,0.991,0.021,-0.019,9.96,0.03,-0.03,1.000,1.0037
K03180,6139, 60, -60,0.11,0.04,-0.04,9.622,0.017,1.905,0.055,2.793,0.103,-0.098,1.559,0.090,-0.070,9.35,0.05,-0.10,1.000,1.0001
K03184,5907, 60, -60,0.27,0.04,-0.04,9.792,0.017,3.505,0.025,1.415,0.033,-0.032,1.201,0.016,-0.029,9.64,0.07,-0.06,1.000,nan
K03194,6361, 60, -60,0.17,0.04,-0.04,10.346,0.022,2.171,0.022,1.698,0.041,-0.040,1.383,0.023,-0.022,9.36,0.04,-0.05,1.000,nan
K03195,6040, 60, -60,-0.33,0.04,-0.04,10.184,0.011,1.932,0.025,2.140,0.052,-0.051,1.129,0.020,-0.017,9.70,0.02,-0.02,1.000,nan
K03196,6109, 60, -60,-0.01,0.04,-0.04,10.276,0.014,3.104,0.021,1.254,0.027,-0.027,1.093,0.027,-0.028,9.65,0.08,-0.09,1.000,nan
K03197,6187, 60, -60,-0.06,0.04,-0.04,10.253,0.015,3.591,0.035,1.097,0.025,-0.025,1.102,0.026,-0.039,9.21,0.24,-0.38,1.000,nan
K03201,5700, 60, -60,-0.41,0.04,-0.04,10.354,0.018,4.188,0.021,0.940,0.022,-0.021,0.801,0.017,-0.011,10.10,0.03,-0.05,1.000,nan
K03202,5262, 60, -60,0.03,0.04,-0.04,9.962,0.018,2.136,0.024,2.322,0.063,-0.061,1.178,0.026,-0.026,9.76,0.03,-0.02,1.000,nan
K03203,6570, 60, -60,-0.16,0.04,-0.04,10.820,0.018,1.741,0.028,1.706,0.045,-0.043,1.289,0.022,-0.027,9.42,0.04,-0.04,1.000,nan
K03215,5602, 60, -60,0.12,0.04,-0.04,10.402,0.019,4.386,0.023,0.880,0.021,-0.020,0.962,0.011,-0.019,9.24,0.27,-0.14,1.013,nan
K03218,5962, 60, -60,0.02,0.04,-0.04,10.714,0.017,3.051,0.019,1.058,0.024,-0.023,1.053,0.044,-0.035,9.45,0.20,-0.35,1.000,nan
K03220,6388, 60, -60,0.15,0.04,-0.04,10.967,0.021,1.667,0.025,1.661,0.044,-0.042,1.367,0.021,-0.024,9.36,0.05,-0.05,1.000,nan
K03224,5380, 60, -60,0.07,0.04,-0.04,10.462,0.011,4.706,0.021,0.815,0.019,-0.019,0.899,0.021,-0.014,9.26,0.21,-0.60,1.000,nan
K03225,5409, 60, -60,0.19,0.04,-0.04,10.501,0.018,4.424,0.025,0.848,0.021,-0.020,0.945,0.016,-0.019,9.13,0.28,-0.53,1.000,nan
K03227,5919, 60, -60,0.03,0.04,-0.04,10.767,0.016,2.733,0.031,1.164,0.029,-0.028,1.032,0.033,-0.030,9.75,0.09,-0.11,1.153,nan
K03232,5738, 60, -60,0.06,0.04,-0.04,10.799,0.011,3.391,0.020,0.935,0.021,-0.021,0.991,0.028,-0.023,9.35,0.22,-0.40,1.000,nan
K03233,5731, 60, -60,-0.00,0.04,-0.04,10.895,0.021,3.105,0.027,0.981,0.025,-0.024,0.964,0.037,-0.036,9.70,0.16,-0.23,1.000,nan
K03234,6344, 60, -60,-0.07,0.04,-0.04,11.021,0.018,1.711,0.060,1.596,0.067,-0.063,1.233,0.030,-0.042,9.52,0.08,-0.05,1.022,1.2252
K03236,6298, 60, -60,0.07,0.04,-0.04,11.047,0.012,1.853,0.029,1.463,0.038,-0.037,1.236,0.041,-0.021,9.47,0.05,-0.09,1.000,nan
K03237,5875, 60, -60,0.21,0.04,-0.04,10.813,0.017,3.152,0.021,0.989,0.023,-0.022,1.090,0.007,-0.026,8.67,0.51,-0.28,1.000,nan
K03239,5668, 60, -60,0.09,0.04,-0.04,10.750,0.018,3.773,0.022,0.868,0.021,-0.020,0.958,0.008,-0.017,9.20,0.21,-0.36,1.001,nan
K03240,6073, 60, -60,0.25,0.04,-0.04,10.526,0.018,1.348,0.027,2.595,0.077,-0.075,1.624,0.032,-0.051,9.31,0.06,-0.05,1.000,nan
K03244,4970, 60, -60,-0.03,0.04,-0.04,10.176,0.011,0.688,0.021,6.758,0.277,-0.262,1.770,0.145,-0.162,9.14,0.14,-0.13,1.000,nan
K03245,6078, 60, -60,-0.10,0.04,-0.04,11.114,0.024,1.999,0.026,1.337,0.035,-0.034,1.044,0.031,-0.029,9.80,0.06,-0.07,1.070,1.0091
K03246,4848, 60, -60,0.14,0.04,-0.04,10.204,0.014,6.600,0.029,0.696,0.018,-0.018,0.776,0.006,-0.016,9.25,0.33,-0.64,1.000,1.0084
K03248,5729, 60, -60,-0.02,0.04,-0.04,10.892,0.021,2.755,0.023,1.107,0.027,-0.027,0.935,0.030,-0.028,9.98,0.07,-0.08,1.006,nan
K03249,6012, 60, -60,0.04,0.04,-0.04,11.120,0.011,2.155,0.024,1.241,0.029,-0.029,1.077,0.031,-0.029,9.71,0.08,-0.09,1.001,nan
K03251,5897, 60, -60,0.09,0.04,-0.04,11.102,0.016,2.160,0.027,1.258,0.032,-0.031,1.061,0.031,-0.031,9.79,0.08,-0.08,1.000,nan
K03254,5576, 60, -60,0.32,0.04,-0.04,10.881,0.012,2.854,0.025,1.084,0.026,-0.025,1.029,0.031,-0.030,9.80,0.11,-0.14,1.001,nan
K03277,6045, 60, -60,0.00,0.04,-0.04,11.635,0.021,1.028,0.016,2.066,0.057,-0.055,1.237,0.029,-0.018,9.64,0.03,-0.03,1.008,1.0074
K03278,5468, 60, -60,0.20,0.04,-0.04,12.977,0.032,1.323,0.022,0.905,0.029,-0.028,0.970,0.028,-0.029,9.45,0.26,-0.47,1.021,nan
K03283,4836, 60, -60,-0.04,0.04,-0.04,13.138,0.053,1.768,0.024,0.677,0.026,-0.025,0.739,0.014,-0.023,9.47,0.42,-0.56,2.953,nan
K03287,5846, 60, -60,-0.12,0.04,-0.04,12.542,0.027,1.148,0.015,1.237,0.034,-0.033,0.938,0.028,-0.027,9.99,0.05,-0.06,1.000,nan
K03288,5414, 60, -60,0.05,0.04,-0.04,12.509,0.026,1.861,0.016,0.813,0.022,-0.021,0.890,0.016,-0.016,9.26,0.25,-0.48,1.032,1.0162
K03301,5769, 60, -60,0.27,0.04,-0.04,12.507,0.024,0.802,0.022,1.815,0.068,-0.065,1.214,0.101,-0.037,9.75,0.05,-0.15,1.000,nan
K03308,5845, 60, -60,0.01,0.04,-0.04,12.507,0.025,0.892,0.016,1.620,0.049,-0.047,1.066,0.025,-0.024,9.88,0.04,-0.04,1.000,nan
K03310,5456, 60, -60,0.21,0.04,-0.04,11.855,0.023,2.271,0.017,0.885,0.023,-0.022,0.969,0.019,-0.023,9.23,0.34,-0.46,1.000,nan
