,id_starname,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err2,giso_smass_err1,giso_srad,giso_srad_err1,giso_srad_err2,giso_sage,giso_sage_err1,giso_sage_err2,giso2_sparallax,giso2_sparallax_err1,giso2_sparallax_err2
1128,K04452,1.4744225594,0.0409076101273,-0.0395967728974,0.891425468868,-0.0179058495986,0.0190233135444,1.4576436403,0.0220761396089,-0.0227187088019,12.0024171351,0.851719217217,-0.828756689864,1.17268210556,0.147585269715,-0.155953707672
1129,K04457,1.22676726646,0.0605563549469,-0.0565876034645,0.973655635279,-0.0279957771216,0.0284027923164,1.20954787214,0.0523727733014,-0.0486773602941,7.3210482317,1.14670293457,-1.13754563871,1.12455002566,0.125457654076,-0.154341309022
1130,K04469,0.728959209512,0.0195649484202,-0.0189516403321,0.794395117008,-0.0210309969161,0.0134020416649,0.738113337933,0.004996445067,-0.00455551024638,2.52779470639,3.70068097306,-1.68460898867,2.39387224661,0.0762133664586,-0.0769065061792
1131,K04473,2.07278549545,0.0793656651306,-0.0767562504677,1.22943223889,-0.0284326966233,0.0300427553238,1.99708257161,0.0604424783807,-0.0554843830896,4.6176944113,0.344686347109,-0.342757872717,0.934679127938,0.109425067407,-0.137386394576
1132,K04480,1.11829803974,0.0327671553631,-0.0317628260996,1.05400226408,-0.0299431637613,0.031939780701,1.10902721894,0.0164478284458,-0.0159743371108,5.647732491,1.68949566309,-1.65049537314,1.46593612697,0.0902506941944,-0.142417312835
1133,K04482,1.23321271619,0.030268341872,-0.029459058511,1.11939429724,-0.031030248473,0.032936465973,1.21470181472,0.0114019229062,-0.0158707648729,3.06550071077,0.855618529716,-0.826058228519,1.8903904406,0.175664612379,-0.254622569172
1134,K04505,1.25912941616,0.0312862291824,-0.0304641339192,1.02987937161,-0.0289529729817,0.0287860322212,1.25088999532,0.0171372277583,-0.0170950362969,6.06943157029,1.02586925734,-0.942777403699,1.28702363838,0.122399575442,-0.164804131849
1135,K04546,1.31688579979,0.0367751942562,-0.0355816176931,1.01767576091,-0.0288287042223,0.0306725817945,1.29575771078,0.0216763066631,-0.0214672339838,7.74740520496,1.12791632466,-1.11508407129,1.37397577593,0.156068035577,-0.18672413136
1136,K04556,2.16610398873,0.0565385113669,-0.0550024355661,1.10141586884,-0.0216844345484,0.0210981054551,2.15594547125,0.0319913408205,-0.032510843501,6.64082641407,0.327661422885,-0.318327766717,2.03519842331,0.280880193663,-0.377812367438
1137,K04557,1.53429108743,0.0432947985407,-0.0418698349622,1.05979470945,-0.0253395615103,0.0287607583538,1.52671464992,0.0267319621811,-0.0257777959016,7.33186180533,0.729506552946,-0.757352976543,1.06261542086,0.128772142202,-0.156313101052
