,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,m17_dec,m17_steff,m17_kmag,m17_srad,m17_hmag_err,m17_jmag_err,m17_kmag_err,m17_smass,m17_ra,m17_jmag,st_quarters,m17_hmag,m17_kepmag,gaia2_angdist,gaia2_sparallax_over_err,gaia2_sparallax_err,gaia2_gmag,gaia2_gflux_err,gaia2_gflux,gaia2_ra,id_gaia2,gaia2_dec,gaia2_sparallax,id_gaia2_best,gaia2_gflux_sum,absdiff_gmag_kepmag,gaia2_gflux_ratio,iso_sage_err2,iso_sage_err1,iso_srad_err2,iso_srad_err1,iso_smet,iso_smass,iso_sage,iso_steff_err2,iso_steff,iso_steff_err1,iso_slogage_err2,iso_slogage_err1,iso_srad,iso_sparallax_err2,iso_sparallax_err1,iso_slogg,iso_smass_err1,iso_smass_err2,iso_smet_err2,iso_smet_err1,iso_sparallax,iso_slogg_err2,iso_slogg_err1,iso_prad,iso_prad_err1,iso_prad_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,iso_sma,iso_sma_err1,iso_sma_err2
16,K00064,7051180,K00064.01,,NOT DISPOSITIONED,1.95108234,1.011e-06,-1.011e-06,2454990.543,0.000422,-0.000422,0.9167,0.0202,-0.6475,1.689,0.0809,-0.0809,,,,1157.5,14.3,-14.3,0.038669,0.001483,-0.006225,0.42763,3.95862,-0.1216,10.29,0.3,-0.3,0.0331,,,2007.0,,,3833.73,464.73,-423.18,4.41,2.2,-2.2,266.94406,114.0,1,,5302.0,75.0,-75.0,3.767,0.011,-0.011,0.0,0.101,-0.101,2.437,0.072,-0.072,1.262,0.089,-0.089,,,,stellar_q1_q16,13.143,11.759,11.324,11.23,False,5356.9,60.0,-60.0,3.86,0.1,-0.1,0.094,0.04,-0.04,2.0,1.0,-1.0,42.54744,5302,11.23,2.426,0.018,0.02,0.016,1.258,296.51059,11.759,11111111111111111,11.324,13.143,0.323514761594,74.84447,0.014401882671,13.137809,28.1955105229,104766.584949,296.510490239,2077202044425286400,42.5473882877,1.0779012476,True,,-0.005191,1.0,-0.217857169364,0.162640166836,-0.0329386544861,0.041159684764,0.0701815874403,1.28702991563,4.32898460662,-57.1488171307,5355.05413612,58.3744371252,-0.0224251022087,0.0160174269964,2.43449253375,-1.4401882671e-05,1.4401882671e-05,3.77421470958,0.0208187082607,-0.0165296801217,-0.0462684139492,0.0417694878314,0.0010779012476,-0.0118793532774,0.0107941996542,10.2937017076,1.03572024816,-1.03572024816,3959.0227101,217.947794872,-217.947794872,2021.43846009,27.7784181357,-27.7784181357,0.0332561349464,0.000160757740376,-0.000160757740376
17,K00069,3544595,K00069.01,Kepler-93 b,CONFIRMED,4.726739475,1.487e-06,-1.487e-06,2454967.927,0.000262,-0.000262,0.682,0.0167,-0.4722,2.9269,0.013,-0.013,,,,266.4,1.1,-1.1,0.015858,0.000197,-0.000809,0.68631,0.71972,-0.15221,1.59,0.04,-0.03,0.0533,,,1039.0,,,275.99,27.67,-25.56,9.32,3.3,-3.3,248.16423,285.5,1,,5669.0,75.0,-75.0,4.466,0.01,-0.01,-0.18,0.101,-0.101,0.921,0.02,-0.02,0.909,0.057,-0.057,,,,stellar_q1_q16,9.931,8.771,8.446,8.37,False,5593.6,60.0,-60.0,4.414,0.1,-0.1,-0.092,0.04,-0.04,0.0,1.0,-1.0,38.672359,5648,8.37,0.894,0.017,0.019,0.019,0.866,291.4183,8.771,11111111111111111,8.446,9.931,0.513137096221,435.71286,0.0238629207163,9.862494,777.809604928,2139678.89596,291.418127452,2052747119115620352,38.6723124235,10.3973811691,True,,-0.068506,1.0,-2.42877170722,2.24681490866,-0.00693223091507,0.00576982326885,-0.113084359889,0.874874616394,9.21564161879,-56.5145779354,5600.0394721,64.1523827628,-0.132856052545,0.0947521241683,0.940586309241,-2.38629207163e-05,2.38629207163e-05,4.43160644641,0.0331425332741,-0.0276302535655,-0.035788200377,0.0451481557825,0.0103973811691,-0.0188031711427,0.0220832957658,1.62831935292,0.0529106302336,-0.0529106302336,279.576562423,14.146200106,-14.146200106,1042.05037996,13.1480562083,-13.1480562083,0.052722688159,0.000610108606172,-0.000610108606172
18,K00070,6850504,K00070.01,Kepler-20 c,CONFIRMED,10.854097835,4.4e-06,-4.4e-06,2454971.608,0.000332,-0.000332,0.4384,0.0097,-0.4058,3.7747,0.0206,-0.0206,,,,1051.0,4.1,-4.1,0.029956,0.001821,-0.000609,1.38033,0.37992,-0.77306,3.03,0.53,-0.24,0.0919,,,765.0,,,80.88,40.3,-16.96,20.49,5.6,-5.6,195.4274,279.8,5,,5465.0,110.0,-96.0,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60.0,-60.0,4.469,0.1,-0.1,0.108,0.04,-0.04,0.0,1.0,-1.0,42.338718,5465,10.871,0.925,0.019,0.021,0.013,0.876,287.698,11.252,11111111111111111,10.91,12.498,0.503840650337,160.0408,0.0219335227981,12.453493,25.750017035,196765.600049,287.697991345,2102548708017562112,42.3385781906,3.5102587431,True,,-0.044507,1.00296312636,-1.33591988132,2.2391145101,-0.00445064204909,0.00608398439017,0.0714804927647,0.948079605938,2.96028226691,-54.1898180322,5488.61252136,34.7016200243,-0.260650199368,0.244619837034,0.890001787924,-2.19335227981e-05,2.19335227981e-05,4.51496532824,0.0185393314063,-0.0283387895925,-0.0409403150167,0.0318565757542,0.0035102587431,-0.0165386361508,0.0130467378427,2.91447685515,0.119990005192,-0.119990005192,73.5567009037,3.51010244695,-3.51010244695,746.309700733,8.89746033522,-8.89746033522,0.0942985142504,0.000779238439234,-0.000779238439234
19,K00070,6850504,K00070.02,Kepler-20 b,CONFIRMED,3.696119675,2.31e-06,-2.31e-06,2454967.502,0.000523,-0.000523,0.8424,0.0077,-0.5999,2.5474,0.0403,-0.0403,,,,396.7,3.0,-3.0,0.020874,0.001408,-0.002266,0.37253,1.35869,-0.06485,2.11,0.37,-0.17,0.0448,,,1095.0,,,340.33,169.57,-71.36,6.46,2.9,-2.9,104.65924,145.1,5,,5465.0,110.0,-96.0,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60.0,-60.0,4.469,0.1,-0.1,0.108,0.04,-0.04,0.0,1.0,-1.0,42.338718,5465,10.871,0.925,0.019,0.021,0.013,0.876,287.698,11.252,11111111111111111,10.91,12.498,0.503840650337,160.0408,0.0219335227981,12.453493,25.750017035,196765.600049,287.697991345,2102548708017562112,42.3385781906,3.5102587431,True,,-0.044507,1.00296312636,-1.33591988132,2.2391145101,-0.00445064204909,0.00608398439017,0.0714804927647,0.948079605938,2.96028226691,-54.1898180322,5488.61252136,34.7016200243,-0.260650199368,0.244619837034,0.890001787924,-2.19335227981e-05,2.19335227981e-05,4.51496532824,0.0185393314063,-0.0283387895925,-0.0409403150167,0.0318565757542,0.0035102587431,-0.0165386361508,0.0130467378427,2.03246079801,0.177172528688,-0.177172528688,309.453780471,14.926184108,-14.926184108,1068.83944853,12.8834737619,-12.8834737619,0.0459807170457,0.000378503679749,-0.000378503679749
20,K00070,6850504,K00070.03,Kepler-20 d,CONFIRMED,77.6115987,0.0001357,-0.0001357,2454997.727,0.0015,-0.0015,0.1206,0.2677,-0.1206,7.2566,0.0459,-0.0459,,,,827.5,8.0,-8.0,0.025923,0.000539,-0.000257,1.81167,0.07611,-0.37265,2.62,0.46,-0.21,0.3411,,,397.0,,,5.87,2.93,-1.23,83.25,3.5,-3.5,73.56477,106.3,5,,5465.0,110.0,-96.0,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60.0,-60.0,4.469,0.1,-0.1,0.108,0.04,-0.04,0.0,1.0,-1.0,42.338718,5465,10.871,0.925,0.019,0.021,0.013,0.876,287.698,11.252,11111111111111111,10.91,12.498,0.503840650337,160.0408,0.0219335227981,12.453493,25.750017035,196765.600049,287.697991345,2102548708017562112,42.3385781906,3.5102587431,True,,-0.044507,1.00296312636,-1.33591988132,2.2391145101,-0.00445064204909,0.00608398439017,0.0714804927647,0.948079605938,2.96028226691,-54.1898180322,5488.61252136,34.7016200243,-0.260650199368,0.244619837034,0.890001787924,-2.19335227981e-05,2.19335227981e-05,4.51496532824,0.0185393314063,-0.0283387895925,-0.0409403150167,0.0318565757542,0.0035102587431,-0.0165386361508,0.0130467378427,2.52032096412,0.0412313611683,-0.0412313611683,5.34060212209,0.254219409804,-0.254219409804,387.40130747,4.60507434477,-4.60507434477,0.349996240829,0.00288116045026,-0.00288116045026
21,K00070,6850504,K00070.05,Kepler-20 f,CONFIRMED,19.5776286,0.000124,-0.000124,2454968.206,0.00524,-0.00524,0.3268,0.1317,-0.3267,3.744,0.151,-0.151,,,,115.6,5.7,-5.7,0.009811,0.000402,-0.000317,2.74647,1.24978,-0.58136,0.99,0.18,-0.08,0.1362,,,628.0,,,36.82,18.35,-7.72,38.2,17.4,-17.4,13.279935,23.0,5,,5465.0,110.0,-96.0,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60.0,-60.0,4.469,0.1,-0.1,0.108,0.04,-0.04,0.0,1.0,-1.0,42.338718,5465,10.871,0.925,0.019,0.021,0.013,0.876,287.698,11.252,11111111111111111,10.91,12.498,0.503840650337,160.0408,0.0219335227981,12.453493,25.750017035,196765.600049,287.697991345,2102548708017562112,42.3385781906,3.5102587431,True,,-0.044507,1.00296312636,-1.33591988132,2.2391145101,-0.00445064204909,0.00608398439017,0.0714804927647,0.948079605938,2.96028226691,-54.1898180322,5488.61252136,34.7016200243,-0.260650199368,0.244619837034,0.890001787924,-2.19335227981e-05,2.19335227981e-05,4.51496532824,0.0185393314063,-0.0283387895925,-0.0409403150167,0.0318565757542,0.0035102587431,-0.0165386361508,0.0130467378427,0.953693155009,0.0354927739963,-0.0354927739963,33.4905735207,1.60460668794,-1.60460668794,613.047565767,7.32500895268,-7.32500895268,0.139712328073,0.00115035791483,-0.00115035791483
22,K00070,6850504,K00070.04,Kepler-20 e,CONFIRMED,6.09853672,2.838e-05,-2.838e-05,2454968.93,0.00391,-0.00391,0.5636,0.3768,-0.3588,2.881,0.111,-0.111,,,,74.8,3.6,-3.6,0.008166,0.001752,-0.0004,1.26256,0.77232,-1.14952,0.82,0.15,-0.06,0.0626,,,927.0,,,174.3,86.85,-36.54,13.54,4.1,-4.1,16.601109,23.3,5,,5465.0,110.0,-96.0,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60.0,-60.0,4.469,0.1,-0.1,0.108,0.04,-0.04,0.0,1.0,-1.0,42.338718,5465,10.871,0.925,0.019,0.021,0.013,0.876,287.698,11.252,11111111111111111,10.91,12.498,0.503840650337,160.0408,0.0219335227981,12.453493,25.750017035,196765.600049,287.697991345,2102548708017562112,42.3385781906,3.5102587431,True,,-0.044507,1.00296312636,-1.33591988132,2.2391145101,-0.00445064204909,0.00608398439017,0.0714804927647,0.948079605938,2.96028226691,-54.1898180322,5488.61252136,34.7016200243,-0.260650199368,0.244619837034,0.890001787924,-2.19335227981e-05,2.19335227981e-05,4.51496532824,0.0185393314063,-0.0283387895925,-0.0409403150167,0.0318565757542,0.0035102587431,-0.0165386361508,0.0130467378427,0.793635678728,0.105153671708,-0.105153671708,158.733185737,7.62462591408,-7.62462591408,904.54558715,10.845428523,-10.845428523,0.0642090743341,0.000534883344224,-0.000534883344224
23,K00072,11904151,K00072.01,Kepler-10 b,CONFIRMED,0.837491331,2.72e-07,-2.72e-07,2454964.575,0.000261,-0.000261,0.0489,0.2629,-0.0488,1.8076,0.00782,-0.00782,,,,191.9,1.1,-1.1,0.012581,0.000157,-5.2e-05,1.28818,0.04026,-0.16065,1.45,0.03,-0.03,0.0168,,,1968.0,,,3545.07,259.09,-244.87,3.628,0.113,-0.113,9.844207,205.7,2,,5627.0,44.0,-44.0,4.342,0.03,-0.03,-0.15,0.04,-0.04,1.056,0.021,-0.021,0.895,0.06,-0.06,,,,stellar_q1_q16,10.961,9.889,9.563,9.496,False,5599.2,60.0,-60.0,4.277,0.1,-0.1,-0.114,0.04,-0.04,0.0,1.0,-1.0,50.241299,5676,9.496,1.044,0.025,0.022,0.021,0.884,285.67938,9.889,11111110111011101,9.563,10.961,0.693039788038,230.11371,0.0233008531227,10.919079,236.848693313,808564.574547,285.679297964,2132155017099178624,50.2414842236,5.36184567699,True,,-0.041921,1.0,-1.23192957745,0.749585894897,-0.0060904153086,0.00559693574065,-0.118523879053,0.871854763145,12.8334873983,-34.3775348636,5656.05369371,42.409697688,-0.0438283796446,0.0246533556277,1.08449953627,-2.33008531227e-05,2.33008531227e-05,4.30676792087,0.0177294214946,-0.0115987849997,-0.0336159655324,0.0443115922941,0.00536184567699,-0.00788543249574,0.0123080045248,1.49054150871,0.0146775737821,-0.0146775737821,3758.00096774,173.562696493,-173.562696493,1995.27494015,23.0196911104,-23.0196911104,0.016620817652,9.26432687308e-05,-9.26432687308e-05
24,K00072,11904151,K00072.02,Kepler-10 c,CONFIRMED,45.29431717,5.283e-05,-5.283e-05,2454971.677,0.000894,-0.000894,0.019,0.3006,-0.019,6.8714,0.0289,-0.0289,,,,476.8,3.4,-3.4,0.019777,0.000265,-9.2e-05,1.24829,0.01408,-0.19869,2.28,0.05,-0.04,0.2397,,,521.0,,,17.41,1.28,-1.2,51.347,0.579,-0.579,96.81086,130.7,2,,5627.0,44.0,-44.0,4.342,0.03,-0.03,-0.15,0.04,-0.04,1.056,0.021,-0.021,0.895,0.06,-0.06,,,,stellar_q1_q16,10.961,9.889,9.563,9.496,False,5599.2,60.0,-60.0,4.277,0.1,-0.1,-0.114,0.04,-0.04,0.0,1.0,-1.0,50.241299,5676,9.496,1.044,0.025,0.022,0.021,0.884,285.67938,9.889,11111110111011101,9.563,10.961,0.693039788038,230.11371,0.0233008531227,10.919079,236.848693313,808564.574547,285.679297964,2132155017099178624,50.2414842236,5.36184567699,True,,-0.041921,1.0,-1.23192957745,0.749585894897,-0.0060904153086,0.00559693574065,-0.118523879053,0.871854763145,12.8334873983,-34.3775348636,5656.05369371,42.409697688,-0.0438283796446,0.0246533556277,1.08449953627,-2.33008531227e-05,2.33008531227e-05,4.30676792087,0.0177294214946,-0.0115987849997,-0.0336159655324,0.0443115922941,0.00536184567699,-0.00788543249574,0.0123080045248,2.34343005533,0.0241806836182,-0.0241806836182,18.3640918972,0.837134105583,-0.837134105583,527.540601847,6.01238210437,-6.01238210437,0.237684544118,0.00133654520297,-0.00133654520297
25,K00075,7199397,K00075.01,,CANDIDATE,105.8823928,0.0002515,-0.0002515,2454989.976,0.00176,-0.00176,0.7481,0.0283,-0.0387,18.069,0.144,-0.144,,,,1472.6,10.4,-10.4,0.038068,0.000346,-0.000689,0.05649,0.00842,-0.01072,10.5,0.25,-0.24,0.4817,,,596.0,,,29.76,3.03,-2.79,32.23,4.8,-4.8,193.75096,305.1,1,,5896.0,75.0,-75.0,3.756,0.009,-0.009,-0.17,0.101,-0.101,2.527,0.059,-0.059,1.33,0.069,-0.069,,,,stellar_q1_q16,10.775,9.692,9.443,9.387,False,5940.2,60.0,-60.0,3.864,0.1,-0.1,-0.043,0.04,-0.04,5.0,1.0,-1.0,42.728481,5903,9.387,2.499,0.017,0.019,0.014,1.301,291.49722,9.692,11111111111111111,9.443,10.775,0.331106139784,103.55907,0.0225025605572,10.737256,217.607148613,955969.480142,291.497215161,2125795166969907968,42.7285729052,2.33034423203,True,,-0.037744,1.0025440003,-0.130057082627,0.193596119988,-0.0276500404718,0.0330144406334,-0.0644271255512,1.35339289223,3.19102309207,-95.4953631457,5972.09481852,62.1803594474,-0.0180714400158,0.0255798682862,2.53385370851,-2.25025605572e-05,2.25025605572e-05,3.7548453973,0.0145804631572,-0.0278391973739,-0.0401276650886,0.0467438523328,0.00233034423203,-0.00884082572689,0.010789019155,10.5363802822,0.190134804696,-0.190134804696,30.5471971345,1.4547366069,-1.4547366069,599.109723245,7.12889901039,-7.12889901039,0.484686525741,0.0025166814623,-0.0025166814623
26,K00082,10187017,K00082.01,Kepler-102 e,CONFIRMED,16.145690772,6.645e-06,-6.645e-06,2454967.754,0.000349,-0.000349,0.6842,0.0884,-0.3131,3.7246,0.0405,-0.0405,,,,989.2,3.7,-3.7,0.03053,0.001286,-0.001962,1.20797,1.29314,-0.29382,2.52,0.1,-0.14,0.1129,,,549.0,,,21.46,3.81,-3.76,25.53,9.1,-9.1,214.22546,301.8,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,47.208031,4900,9.351,0.741,0.018,0.023,0.011,0.806,281.48273,9.984,11111111111111111,9.446,11.492,0.968311001397,492.79807,0.0187659928455,11.47838,110.545198448,483052.254951,281.482473095,2119583201145735808,47.2078263332,9.24784479114,True,,-0.01362,1.0,-0.920904211395,3.68288484821,-0.000808806833448,0.00493392323057,0.0491735920657,0.803346986014,1.42695660248,-48.3016937373,4819.74805452,22.1585731421,-0.450215284044,0.553996659684,0.73470168507,-1.87659928455e-05,1.87659928455e-05,4.60950959355,0.00942345851883,-0.0237711059418,-0.0383208905481,0.0456996313562,0.00924784479114,-0.0167058560781,0.00624742167746,2.45129590772,0.12991257344,-0.12991257344,20.7987430043,1.0674942811,-1.0674942811,544.217870091,6.98196942606,-6.98196942606,0.116273978029,0.000799319438224,-0.000799319438224
27,K00082,10187017,K00082.02,Kepler-102 d,CONFIRMED,10.31173752,1.028e-05,-1.028e-05,2454967.081,0.000837,-0.000837,0.7672,0.0352,-0.5593,3.205,0.0312,-0.0312,,,,282.3,3.1,-3.1,0.016946,0.000248,-0.001843,0.78884,1.63094,-0.22293,1.4,0.05,-0.08,0.0837,,,638.0,,,39.04,6.94,-6.83,16.43,6.8,-6.8,66.59048,98.4,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,47.208031,4900,9.351,0.741,0.018,0.023,0.011,0.806,281.48273,9.984,11111111111111111,9.446,11.492,0.968311001397,492.79807,0.0187659928455,11.47838,110.545198448,483052.254951,281.482473095,2119583201145735808,47.2078263332,9.24784479114,True,,-0.01362,1.0,-0.920904211395,3.68288484821,-0.000808806833448,0.00493392323057,0.0491735920657,0.803346986014,1.42695660248,-48.3016937373,4819.74805452,22.1585731421,-0.450215284044,0.553996659684,0.73470168507,-1.87659928455e-05,1.87659928455e-05,4.60950959355,0.00942345851883,-0.0237711059418,-0.0383208905481,0.0456996313562,0.00924784479114,-0.0167058560781,0.00624742167746,1.35916592729,0.0848634090454,-0.0848634090454,37.8324207778,1.93022159698,-1.93022159698,632.018162557,8.05157830048,-8.05157830048,0.0862283622654,0.000592671090852,-0.000592671090852
28,K00082,10187017,K00082.03,Kepler-102 f,CONFIRMED,27.4537294,0.0001033,-0.0001033,2454978.023,0.00329,-0.00329,0.1053,0.3576,-0.1051,3.5353,0.0877,-0.0877,,,,116.3,4.7,-4.7,0.009524,0.000506,-0.000203,5.3048,0.33051,-2.11427,0.79,0.03,-0.05,0.1608,,,460.0,,,10.58,1.88,-1.85,59.57,3.7,-3.7,22.751736,26.3,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,47.208031,4900,9.351,0.741,0.018,0.023,0.011,0.806,281.48273,9.984,11111111111111111,9.446,11.492,0.968311001397,492.79807,0.0187659928455,11.47838,110.545198448,483052.254951,281.482473095,2119583201145735808,47.2078263332,9.24784479114,True,,-0.01362,1.0,-0.920904211395,3.68288484821,-0.000808806833448,0.00493392323057,0.0491735920657,0.803346986014,1.42695660248,-48.3016937373,4819.74805452,22.1585731421,-0.450215284044,0.553996659684,0.73470168507,-1.87659928455e-05,1.87659928455e-05,4.60950959355,0.00942345851883,-0.0237711059418,-0.0383208905481,0.0456996313562,0.00924784479114,-0.0167058560781,0.00624742167746,0.764085787875,0.0284942383821,-0.0284942383821,10.25198264,0.523149239947,-0.523149239947,456.000681424,5.81280855559,-5.81280855559,0.165637463027,0.00114041995217,-0.00114041995217
29,K00082,10187017,K00082.04,Kepler-102 c,CONFIRMED,7.07136076,2.571e-05,-2.571e-05,2454972.987,0.00331,-0.00331,0.0839,0.3873,-0.0838,2.7506,0.0938,-0.0938,,,,62.9,2.8,-2.8,0.007006,0.000377,-0.000192,2.90012,0.14021,-1.31829,0.58,0.02,-0.03,0.0651,,,723.0,,,64.54,11.47,-11.3,19.718,0.953,-0.953,20.686253,24.9,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,47.208031,4900,9.351,0.741,0.018,0.023,0.011,0.806,281.48273,9.984,11111111111111111,9.446,11.492,0.968311001397,492.79807,0.0187659928455,11.47838,110.545198448,483052.254951,281.482473095,2119583201145735808,47.2078263332,9.24784479114,True,,-0.01362,1.0,-0.920904211395,3.68288484821,-0.000808806833448,0.00493392323057,0.0491735920657,0.803346986014,1.42695660248,-48.3016937373,4819.74805452,22.1585731421,-0.450215284044,0.553996659684,0.73470168507,-1.87659928455e-05,1.87659928455e-05,4.60950959355,0.00942345851883,-0.0237711059418,-0.0383208905481,0.0456996313562,0.00924784479114,-0.0167058560781,0.00624742167746,0.562563414001,0.0227127733843,-0.0227127733843,62.5852658699,3.23776509732,-3.23776509732,716.772857898,9.2663788132,-9.2663788132,0.0670504348319,0.000464662516357,-0.000464662516357
30,K00082,10187017,K00082.05,Kepler-102 b,CONFIRMED,5.28695437,2.538e-05,-2.538e-05,2454968.852,0.00392,-0.00392,0.4052,0.0879,-0.3924,2.591,0.125,-0.125,,,,43.0,2.5,-2.5,0.00595,0.000159,-0.000378,2.00644,0.76627,-0.57523,0.49,0.02,-0.03,0.0536,,,797.0,,,95.21,16.92,-16.68,14.37,5.5,-5.5,14.343483,19.0,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,47.208031,4900,9.351,0.741,0.018,0.023,0.011,0.806,281.48273,9.984,11111111111111111,9.446,11.492,0.968311001397,492.79807,0.0187659928455,11.47838,110.545198448,483052.254951,281.482473095,2119583201145735808,47.2078263332,9.24784479114,True,,-0.01362,1.0,-0.920904211395,3.68288484821,-0.000808806833448,0.00493392323057,0.0491735920657,0.803346986014,1.42695660248,-48.3016937373,4819.74805452,22.1585731421,-0.450215284044,0.553996659684,0.73470168507,-1.87659928455e-05,1.87659928455e-05,4.60950959355,0.00942345851883,-0.0237711059418,-0.0383208905481,0.0456996313562,0.00924784479114,-0.0167058560781,0.00624742167746,0.477829635486,0.0217727337215,-0.0217727337215,92.2302068933,4.71927812359,-4.71927812359,789.735792925,10.0934113788,-10.0934113788,0.05523547527,0.000381232799082,-0.000381232799082
31,K00084,2571238,K00084.01,Kepler-19 b,CONFIRMED,9.286968825,3.884e-06,-3.884e-06,2454968.994,0.000341,-0.000341,0.0554,0.2532,-0.0554,3.371,0.0124,-0.0124,,,,700.6,3.3,-3.3,0.023941,0.000277,-9.9e-05,2.18794,0.00266,-0.45027,2.13,0.31,-0.09,0.0833,,,764.0,,,80.48,34.34,-12.06,21.5266,0.0262,-0.0262,232.53705,250.9,1,,5543.0,106.0,-109.0,4.568,0.015,-0.122,-0.14,0.16,-0.14,0.813,0.122,-0.033,0.891,0.048,-0.067,,,,stellar_q1_q16,11.898,10.719,10.375,10.318,False,5520.3,60.0,-60.0,4.485,0.1,-0.1,-0.032,0.04,-0.04,0.0,1.0,-1.0,37.851799,5546,10.318,0.81,0.016,0.02,0.019,0.907,290.42081,10.719,11111111111111111,10.375,11.898,0.686898618424,225.46512,0.0201650453337,11.876263,53.4252634389,334843.082122,290.420969441,2051106987063242880,37.8516556226,4.54651425088,True,,-0.021737,1.0,-2.47463409686,2.68103826414,-0.00612464125849,0.00836016332148,-0.055208655296,0.90135891941,5.04448883967,-60.506442602,5527.74422861,45.1435027972,-0.292908589367,0.185110954973,0.879234625943,-2.01650453337e-05,2.01650453337e-05,4.50504709382,0.029694332977,-0.0331046391477,-0.0386999951957,0.0425825499709,0.00454651425088,-0.0235071942589,0.018713702613,2.29915196747,0.0260739033338,-0.0260739033338,92.2699972502,4.83777778452,-4.83777778452,789.820956961,10.3303211604,-10.3303211604,0.083546790811,0.000972439819873,-0.000972439819873
