 KOI  KICID     Telescope Instrument  Band    PSF  delta(m)   d    Obsdate
1967   6205897    Keck     NIRC2        K'   99.99   6.60    0.5   2012-08-12
1967   6205897    Lick     IRCAL         H    0.28   5.70    1.0   2013-07-17
1967   6205897  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-29
1968   7948784  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-31
1969   9244756  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-21
1970   9650808  Pal1.5   Robo-AO     LP600    0.15   2.00    0.3   2012-09-13
1971   9347009  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-28
1972  11253711  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-15
1973   4917596  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-28
1974   7289577    Lick     IRCAL         H    0.51   4.50    1.0   2013-09-19
1974   7289577  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-06-19
1975   8543100  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-24
1976   2693736  Pal1.5   Robo-AO     LP600   99.99  99.99  99.99   2013-08-21
1977   9412760    Keck     NIRC2        K'   99.99   7.10    0.5   2012-08-12
1977   9412760    Keck     NIRC2        K'    0.05   8.00    0.5   2013-08-22
1977   9412760    Keck     NIRC2        K'   99.99   0.33   0.03   2014-07-29
1977   9412760     MMT     ARIES        Ks    0.15   8.00    1.0   2012-10-03
1977   9412760  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-10-06
1977   9412760    WIYN      DSSI     880nm    0.05   2.40    0.2   2012-10-05
1977   9412760    WIYN      DSSI     692nm    0.05   2.66    0.2   2012-10-05
1978   9518318  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2012-09-13
1979   7273277    Lick     IRCAL         H    0.68   1.82    0.5   2012-08-06
1979   7273277  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
1979   7273277    Pal5     PHARO        Ks    0.14   5.38    0.5   2015-08-28
1980  11769890  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-15
1980  11769890    WIYN      DSSI     880nm    0.05   1.71    0.2   2012-09-29
1980  11769890    WIYN      DSSI     692nm    0.05   2.35    0.2   2012-09-29
1981  10153855  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-06-19
1982   6862721  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-09-01
1984  10094670  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
1985   8142942    Keck     NIRC2        K'   99.99   4.02   0.03   2014-07-31
1985   8142942    Keck     NIRC2        K'   99.99   7.70    0.5   2014-07-31
1985   8142942  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-24
1986   8257205  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-21
1988   9044228    Keck     NIRC2        K'   99.99   7.70    0.5   2014-07-29
1988   9044228    Keck     NIRC2        K'   99.99   2.96   0.03   2014-07-29
1988   9044228    Lick     IRCAL         H    0.39   4.80    1.0   2013-07-17
1988   9044228  Pal1.5   Robo-AO     LP600    0.14   4.00    0.3   2012-09-14
1989  10779233     Gem      DSSI     692nm    0.02   4.41    0.2   2015-07-11
1989  10779233     Gem      DSSI     880nm    0.02   3.51    0.2   2015-07-11
1989  10779233     Gem      DSSI     692nm    0.02   5.42    0.2   2015-07-12
1989  10779233     Gem      DSSI     880nm    0.02   5.12    0.2   2015-07-12
1989  10779233    Keck     NIRC2        K'   99.99  99.99  99.99   2015-07-25
1989  10779233  Pal1.5   Robo-AO        i'    0.12  99.99  99.99   2012-08-30
1989  10779233  Pal1.5   Robo-AO        z'    0.12  99.99  99.99   2013-04-22
1989  10779233  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-04-22
1989  10779233  Pal1.5   Robo-AO        r'    0.12  99.99  99.99   2013-04-22
1989  10779233  Pal1.5   Robo-AO        i'    0.12  99.99  99.99   2013-04-22
1989  10779233  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-14
1989  10779233    WIYN      DSSI     692nm    0.05   2.57    0.2   2012-09-29
1989  10779233    WIYN      DSSI     880nm    0.05   2.13    0.2   2012-09-29
1990  11614617  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-16
1992  11450414  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-17
1995   5942093  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-24
1996   4736569  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-26
1998   9834040  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-28
2000   8802693  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-26
2001   6061773    Keck     NIRC2        K'   99.99   3.90   0.03   2012-08-12
2001   6061773    Keck     NIRC2        K'   99.99   8.00    0.5   2012-08-12
2001   6061773    Lick     IRCAL         J    0.70   1.80    0.5   2011-09-12
2001   6061773  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2001   6061773  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-04-22
2001   6061773  Pal1.5   Robo-AO        r'    0.12  99.99  99.99   2013-04-22
2001   6061773  Pal1.5   Robo-AO        z'    0.12  99.99  99.99   2013-04-22
2001   6061773  Pal1.5   Robo-AO        i'    0.12  99.99  99.99   2013-04-22
2002  10024701     MMT     ARIES        Ks    0.15   8.00    1.0   2012-10-03
2002  10024701  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2004  12154526  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2004  12154526    Pal5     PHARO        Ks    0.15   2.81    0.5   2014-07-17
2004  12154526    WIYN      DSSI     880nm    0.05   2.60    0.2   2013-09-23
2004  12154526    WIYN      DSSI     692nm    0.05   2.30    0.2   2013-09-23
2005   6665512    Keck     NIRC2        K'   99.99   2.84   0.03   2013-07-28
2005   6665512    Keck     NIRC2        K'   99.99   7.50    0.5   2013-07-28
2005   6665512  Pal1.5   Robo-AO     LP600   99.99  99.99  99.99   2013-08-22
2006  10525027    Keck     NIRC2        K'   99.99   7.60    0.5   2012-08-12
2006  10525027    Keck     NIRC2        K'   99.99   3.12   0.03   2012-08-12
2006  10525027     LBT   LMIRCam        Ks   99.99  99.99  99.99   2013-10-22
2006  10525027    Lick     IRCAL         H    0.28   5.30    1.0   2013-07-17
2006  10525027  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-07-16
2007  11069176    Lick     IRCAL         H    0.20   4.01    0.5   2012-09-01
2007  11069176  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-15
2009   2449431    Keck     NIRC2         J   99.99  99.99  99.99   2012-08-25
2009   2449431    Keck     NIRC2        K'   99.99  99.99  99.99   2012-08-25
2009   2449431    Keck     NIRC2        K'   99.99  99.99  99.99   2012-08-26
2009   2449431    Keck     NIRC2         J   99.99  99.99  99.99   2012-08-26
2009   2449431  Pal1.5   Robo-AO     LP600    0.14   4.00    0.3   2012-09-14
2009   2449431  Pal1.5   Robo-AO        i'    0.12  99.99  99.99   2013-10-25
2009   2449431  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-10-25
2010   5631630    Lick     IRCAL         H    0.39   2.78    0.5   2012-09-03
2010   5631630  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2011   5384079    Lick     IRCAL         J    0.73   1.80    0.5   2011-09-12
2011   5384079  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-09-14
2011   5384079    Pal5     PHARO        Ks    0.15   2.53    0.5   2014-07-13
2011   5384079    Pal5     PHARO        Ks    0.15   2.53    0.5   2014-07-17
2012   9839821  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-07-17
2013   4056616    Keck     NIRC2        K'   99.99   4.25   0.03   2012-07-07
2013   4056616    Keck     NIRC2        K'   99.99   7.70    0.5   2012-07-07
2013   4056616    Lick     IRCAL         J    0.48   2.25    0.5   2011-09-12
2013   4056616  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2013   4056616  Pal1.5   Robo-AO        i'    0.12  99.99  99.99   2012-08-30
2014   6707908  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-10-23
2016   8492026    Lick     IRCAL         H    0.38   5.10    1.0   2013-07-17
2016   8492026  Pal1.5   Robo-AO     LP600    0.14   4.00    0.3   2012-09-14
2017   8750043    Lick     IRCAL         H    0.17   4.21    0.5   2012-09-02
2017   8750043  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2018   9973109  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-24
2019   6226290  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-22
2020   9349482    Keck     NIRC2        K'   99.99  99.99  99.99   2012-07-04
2020   9349482  Pal1.5   Robo-AO        i'    0.15  99.99  99.99   2014-08-20
2021   6356207  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-26
2022   8564674  Pal1.5   Robo-AO     LP600    0.14   4.00    0.3   2012-09-13
2023   8578780  Pal1.5   Robo-AO     LP600   99.99  99.99  99.99   2013-08-21
2024   4544907  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-27
2025   4636578  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-09-13
2025   4636578    WIYN      DSSI     692nm    0.05   2.34    0.2   2012-10-03
2025   4636578    WIYN      DSSI     880nm    0.05   2.55    0.2   2012-10-03
2026  11923284    Lick     IRCAL         H    0.45   2.49    0.5   2012-09-03
2026  11923284  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2028   7102316  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-31
2029   9489524    Keck     NIRC2        K'   99.99   7.70    0.5   2012-08-13
2029   9489524    Keck     NIRC2        K'   99.99   3.66   0.03   2012-08-13
2029   9489524    Keck     NIRC2        K'    0.05   8.00    0.5   2013-08-21
2029   9489524    Lick     IRCAL         J    0.59   2.12    0.5   2011-09-09
2029   9489524  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-09-13
2029   9489524    WIYN      DSSI     880nm    0.05   2.10    0.2   2015-09-28
2029   9489524    WIYN      DSSI     692nm    0.05   2.39    0.2   2015-09-28
2031   5940165    Keck     NIRC2        K'   99.99   7.50    0.5   2013-07-28
2031   5940165    Keck     NIRC2        K'   99.99   2.99   0.03   2013-07-28
2031   5940165  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-21
2031   5940165  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-22
2032   2985767     Gem      DSSI     880nm    0.02   4.97    0.2   2014-07-24
2032   2985767     Gem      DSSI     692nm    0.02   5.12    0.2   2014-07-24
2032   2985767    Keck     NIRC2        K'   99.99   6.50    0.5   2012-08-13
2032   2985767    Keck     NIRC2        K'   99.99   0.90   0.03   2014-08-13
2032   2985767    Lick     IRCAL         H    0.29   2.96    0.5   2012-07-08
2032   2985767  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-28
2032   2985767    Pal5     PHARO  Br-gamma    0.23   4.91    0.5   2014-08-08
2032   2985767    Pal5     PHARO  Br-gamma    0.18   5.60    0.5   2014-08-10
2033   2304320  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2034   3657758  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-22
2035   9790806    Keck     NIRC2        K'   99.99   3.28   0.03   2012-08-13
2035   9790806    Keck     NIRC2        K'   99.99   7.70    0.5   2012-08-13
2035   9790806    Lick     IRCAL         H    0.36   2.77    0.5   2012-08-05
2035   9790806  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-31
2036   6382217    Keck     NIRC2        K'   99.99   4.22   0.03   2013-07-18
2036   6382217    Keck     NIRC2        K'   99.99   7.50    0.5   2013-07-18
2036   6382217  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-22
2038   8950568  Pal1.5   Robo-AO     LP600    0.14   4.00    0.3   2012-10-06
2039   8804845    Keck     NIRC2        K'    0.05   8.00    0.5   2013-08-23
2039   8804845  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-14
2040  10480915  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-10-06
2042   9111849    CAHA  AstraLux        i'    0.62   2.97    0.5   2012-05-25
2042   9111849    Lick     IRCAL         H    0.38   2.80    0.5   2012-09-01
2042   9111849  Pal1.5   Robo-AO        i'    0.15   2.00   0.35   2012-08-31
2043   3448130  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-28
2044   9656252     Gem      DSSI     692nm    0.02   3.85    0.2   2012-07-27
2044   9656252     Gem      DSSI     880nm    0.02   3.47    0.2   2012-07-27
2044   9656252  Pal1.5   Robo-AO     LP600    0.15   2.00    0.3   2012-08-30
2045   6026438     HST      WFC3     F775W    0.08   8.50    0.5   2013-05-22
2045   6026438     HST      WFC3     F555W    0.08   8.50    0.5   2013-05-22
2045   6026438  Pal1.5   Robo-AO     LP600    0.15   2.00    0.3   2012-09-13
2046  10663396    Lick     IRCAL         H    0.23   3.69    0.5   2012-09-02
2046  10663396  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2047  11457726  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-10-06
2048   8956206  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-28
2049   9649706  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-10-06
2050   6307083  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2015-06-07
2050   6307083    Pal5     PHARO        Ks    0.11   6.49    0.5   2015-05-29
2050   6307083    Pal5     PHARO         J    0.22   5.02    0.5   2015-05-29
2050   6307083    WIYN      DSSI     880nm    0.05   1.98    0.2   2015-09-30
2050   6307083    WIYN      DSSI     692nm    0.05   2.60    0.2   2015-09-30
2051   7265298  Pal1.5   Robo-AO     LP600    0.15   2.00    0.3   2012-09-13
2052   3248501  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-18
2053   2307415    Lick     IRCAL         H    0.27   3.22    0.5   2012-08-06
2053   2307415  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-09-13
2053   2307415    Pal5     PHARO        Ks    0.15   2.34    0.5   2014-07-16
2055   3128552  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-25
2056  10134152  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-16
2057   9573685    Keck     NIRC2        K'   99.99   3.92   0.03   2013-07-17
2057   9573685    Keck     NIRC2        K'   99.99   8.00    0.5   2013-07-17
2057   9573685  Pal1.5   Robo-AO     LP600    0.14   4.00    0.3   2012-07-16
2058  10329835  Pal1.5   Robo-AO     LP600    0.15   2.00    0.3   2012-07-16
2059  12301181     Gem      DSSI     692nm    0.02   4.54    0.2   2014-07-19
2059  12301181     Gem      DSSI     880nm    0.02   4.33    0.2   2014-07-19
2059  12301181     Gem      DSSI     692nm    0.02   4.35    0.2   2014-07-24
2059  12301181     Gem      DSSI     880nm    0.02   4.27    0.2   2014-07-24
2059  12301181    Keck     NIRC2        K'   99.99   6.80    0.5   2012-08-13
2059  12301181    Keck     NIRC2  Br-gamma    0.05   7.85    0.5   2014-06-12
2059  12301181    Lick     IRCAL         H    0.37   2.27    0.5   2012-08-06
2059  12301181  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-10-06
2059  12301181    Pal5     PHARO        Ks    0.15   1.75    0.5   2014-07-16
2060   9279354  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-09-01
2061  12061969  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-09-02
2062   6774880  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-09-01
2063   7449541  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-31
2064   2579043  Pal1.5   Robo-AO     LP600   99.99  99.99  99.99   2013-08-21
2065   6342333  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-07-14
2066   3239671  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-22
2067   9304101    Keck     NIRC2        K'   99.99   6.90    0.5   2014-07-31
2067   9304101    Keck     NIRC2        K'   99.99   3.17   0.03   2014-07-31
2067   9304101    Lick     IRCAL         H    0.20   8.00    1.0   2012-07-09
2067   9304101    Lick     IRCAL         H    0.28   3.19    0.5   2012-09-01
2067   9304101  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-24
2069  11360571  Pal1.5   Robo-AO        i'    0.12  99.99  99.99   2012-08-30
2069  11360571  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-14
2071   6035124  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2072  12058147     MMT     ARIES        Ks    0.15   8.00    1.0   2012-10-02
2072  12058147  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2073   8164257    Lick     IRCAL         H    0.51   4.40    1.0   2013-09-18
2073   8164257  Pal1.5   Robo-AO     LP600    0.14   4.00    0.3   2012-09-13
2074   8866137  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-26
2075  10857519    Lick     IRCAL         H    0.30   2.95    0.5   2012-07-08
2075  10857519  Pal1.5   Robo-AO        i'    0.12  99.99  99.99   2012-08-30
2075  10857519  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-17
2076   9517393  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-09-02
2078   9351316  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-31
2079   9473078    Keck     NIRC2        K'   99.99   8.30    0.5   2014-08-13
2079   9473078    Keck     NIRC2        K'   99.99   4.84   0.03   2014-08-13
2079   9473078    Lick     IRCAL         H    0.41   2.54    0.5   2012-08-06
2079   9473078  Pal1.5   Robo-AO        i'    0.14   3.00    0.2   2012-08-30
2080  10864531  Pal1.5   Robo-AO     LP600    0.15  99.99  99.99   2014-08-31
2081   2853780  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-27
2082   9472000  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-10-06
2083   7097965    Keck     NIRC2        K'   99.99  99.99  99.99   2014-08-17
2083   7097965  Pal1.5   Robo-AO        i'    0.12  99.99  99.99   2012-08-30
2083   7097965  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-07-28
2084   3967326  Pal1.5   Robo-AO     LP600    0.12  99.99  99.99   2013-08-22
2086   6768394  Pal1.5   Robo-AO     LP600    0.12   4.50   0.35   2012-10-06
2086   6768394    WIYN      DSSI     692nm    0.05   3.11    0.2   2012-10-03
2086   6768394    WIYN      DSSI     880nm    0.05   2.21    0.2   2012-10-03
2087   6922710     Gem      DSSI     692nm    0.02   4.91    0.2   2014-07-24
2087   6922710     Gem      DSSI     880nm    0.02   4.47    0.2   2014-07-24
2087   6922710    Lick     IRCAL         H    0.18   4.28    0.5   2012-07-07
2087   6922710  Pal1.5   Robo-AO        i'    0.12   4.60    0.2   2012-08-30
2087   6922710    Pal5     PHARO  Br-gamma    0.16   5.40    0.5   2014-08-10
2090  11348997    Keck     NIRC2        K'   99.99   6.50    0.5   2013-07-18
2090  11348997    Keck     NIRC2        K'   99.99   4.09   0.03   2013-07-18
2090  11348997    Lick     IRCAL         H    0.31   5.60    1.0   2013-07-17
