 KOI   ID  KICID(primary) KICID(companion)  d["]   d_unc  PA[deg]  PA_unc   U        U_unc     B        B_unc     V        V_unc    F555W   F555W_unc  F775W   F775W_unc   i        i_unc     z       z_unc      LP600  LP600_unc   562    562_unc     692    692_unc     880    880_unc     J        J_unc     H        H_unc     K        K_unc
  200   B      6046540     6046540_blend   0.300   0.050    44.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.520    0.230    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
  200   C      6046540     6046540_blend   2.792   0.056   131.0    1.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.000    0.020    99.990   99.990    99.990   99.990    99.990   99.990     3.426    0.030    99.990   99.990    99.990   99.990
  201   B      6849046     6849046_blend   2.331   0.050   229.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.428    0.056
  201   C      6849046     6849046_blend   3.981   0.050   273.2    3.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.615    0.494    99.990   99.990     5.705    0.017
  205   B      7046804     7046804_blend   2.262   0.050   157.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.795    0.035
  214   B     11046458    11046458_blend   0.071   0.050   196.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.706    0.097
  214   C     11046458    11046458_blend   3.805   0.050   119.3    1.6    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.267    0.431    99.990   99.990     5.367    0.013
  215   B     12508335    12508335_blend   2.855   0.050    22.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.427    0.012    99.990   99.990    99.990   99.990
  216   B      6152974     6152974_blend   1.829   0.050     0.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.342    0.010
  217   B      9595827     9595827_blend   3.922   0.050   327.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.058    0.102    99.990   99.990    99.990   99.990
  220   B      7132798     7132798_blend   3.101   0.050   215.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.550    0.067    99.990   99.990    99.990   99.990
  220   C      7132798     7132798_blend   3.612   0.050   306.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.766    0.121    99.990   99.990    99.990   99.990
  221   B      3937519     3937519_blend   1.573   0.050   277.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.527    0.034
  221   C      3937519     3937519_blend   1.808   0.050   168.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.162    0.034
  225   B      5801571     5801571_blend   0.530   0.050   338.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.930    0.150    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
  226   B      5959753     5959753_blend   3.834   0.050   277.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.761    0.133    99.990   99.990    99.990   99.990
  227   B      6185476     6185476_blend   0.311   0.052    70.1    1.9    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.840    0.090     1.030    0.150     1.500    0.150    99.990   99.990    99.990   99.990    99.990   99.990     0.018    0.010
  227   C      6185476     6185476_blend   3.351   0.050   149.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.437    0.037
  229   B      3847907     3847907_blend   1.627   0.050   266.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.499    0.010    99.990   99.990    99.990   99.990
  235   B      8107225     8107225_blend   3.443   0.050    13.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.864    0.324    99.990   99.990    99.990   99.990
  236   B      8453211     8453211_blend   2.589   0.050   310.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.690    0.038    99.990   99.990    99.990   99.990
  237   B      8041216     8041216_blend   2.525   0.050   289.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.759    0.458    99.990   99.990    99.990   99.990
  238   B      7219825     7219825_blend   3.927   0.050   334.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.378    0.082    99.990   99.990    99.990   99.990
  240   B      8026752     8026752_blend   2.703   0.051   272.3    1.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.460    0.030    99.990   99.990    99.990   99.990    99.990   99.990     3.301    0.046    99.990   99.990    99.990   99.990
  248   B      5364071     5364071_blend   2.255   0.050   146.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.883    0.032
  250   B      9757613     9757613_blend   3.489   0.050   275.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.148    0.178    99.990   99.990    99.990   99.990
  251   B     10489206    10489206_blend   3.531   0.062   122.0    1.4    99.990   99.990    99.990   99.990     3.180    0.045    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.800    0.120    99.990   99.990    99.990   99.990    99.990   99.990     3.893    0.085    99.990   99.990     4.146    0.067
  254   B      5794240     5794240_blend   2.725   0.050     7.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.720    0.042
  254   C      5794240     5794240_blend   3.298   0.050    68.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.151    0.029
  255   B      7021681     7021681_blend   3.416   0.054   353.2    2.5    99.990   99.990     0.493    0.050     1.165    0.031    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.140    0.040    99.990   99.990    99.990   99.990    99.990   99.990     2.815    0.041    99.990   99.990     3.664    0.010
  257   B      5514383     5514383_blend   1.869   0.050    87.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     8.415    0.124
  258   B     11231334    11231334_blend   1.016   0.053    73.0    1.8    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.760    0.170    99.990   99.990    99.990   99.990     3.520    0.150     3.305    0.274     2.985    0.150     2.500    0.020    99.990   99.990     2.500    0.020
  258   C     11231334    11231334_blend   1.400   0.066    73.9    1.4    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.100    0.020    99.990   99.990     2.900    0.020
  261   B      5383248     5383248_blend   3.355   0.050   330.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     9.771    0.116
  263   B     10514430          10514429   3.242   0.064   268.8    1.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.838    0.217    99.990   99.990     0.633    0.089
  264   B      3097346     3097346_blend   0.465   0.054    38.8    4.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.500    0.020    99.990   99.990     3.500    0.020
  266   B      7375348     7375348_blend   3.646   0.061   325.0    1.3    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.581    0.111     5.793    0.124     5.967    0.156
  268   B      3425851     3425851_blend   1.761   0.057   267.7    3.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.820    0.270    99.990   99.990    99.990   99.990    99.990   99.990     3.101    0.024    99.990   99.990     2.475    0.034
  268   C      3425851     3425851_blend   2.506   0.056   310.2    2.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.764    0.273    99.990   99.990     3.736    0.108
  269   B      7670943     7670943_blend   2.625   0.055   283.0    3.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.611    0.357
  270   B      6528464     6528464_blend   0.145   0.064    64.4    2.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.605    0.150     0.768    0.150     0.000    0.020    99.990   99.990     0.447    0.322
