 KOI   KICID      CP   PC   FP     Rp_min   KOI_Rp  Teq_min KOI_Teq    Kepmag      V         Ks     Observatories
 994    1431122    0    1    0       1.4    994.01   1040    994.01     14.61     14.91     12.84   Pal1.5,WIYN
 998    1432214    0    0    1      31.2    998.01    348    998.01     15.66     15.87     14.20   Pal1.5
 999    2165002    2    0    0       2.4    999.02    418    999.02     15.39     15.72     13.55   Pal1.5
1001    1871056    2    0    0       4.2   1001.02    559   1001.02     13.04     13.30     11.59   Lick,Pal1.5,Pal5,WIYN
1002    1865042    1    0    0       1.3   1002.01   1190   1002.01     13.61     14.00     11.81   Pal1.5,WIYN
1005    5780460    1    0    0       5.3   1005.01    456   1005.01     15.70     16.09     13.63   Pal1.5
1007    1725016    1    0    0       2.2   1007.01    938   1007.01     15.24     15.52     13.60   Pal1.5
1010    1027438    0    0    1       0.9   1010.01    512   1010.01     13.62     13.80     12.19   Pal1.5
1014    8125580    1    0    0       2.1   1014.01    454   1014.01     15.76     16.22     13.52   Pal1.5
1015    8158127    2    1    0       1.6   1015.02    836   1015.03     14.50     14.73     13.10   Pal1.5
1017    8174625    1    0    0       2.8   1017.01    679   1017.01     15.01     15.31     13.12   Pal1.5
1019    8179973    0    0    1       2.1   1019.01   1879   1019.01     10.27     10.64      8.21   Keck,Lick,Pal1.5,Pal5,WIYN
1020    2309719    0    1    0      33.1   1020.01    598   1020.01     12.90     13.13     11.45   Lick,Pal1.5,WIYN
1022    2716853    1    0    0       2.9   1022.01    632   1022.01     15.76     16.01     13.94   Pal1.5
1024    2715135    1    0    0       1.5   1024.01    556   1024.01     14.50     15.09     11.88   Lick,Pal1.5
1026    1996399    0    0    1       0.8   1026.01    217   1026.01     14.75     15.53     11.64   WIYN
1029    2164169    0    1    0       2.9   1029.01    582   1029.01     14.76     14.97     13.20   Pal1.5
1030    2574338    0    1    0       2.3   1030.01    959   1030.01     15.40     15.61     13.98   Pal1.5
1031    2584163    1    0    0       1.8   1031.01    759   1031.01     15.16     15.38     13.52   Pal1.5
1032    2162635    0    1    0      18.4   1032.01    206   1032.01     13.86     14.26     11.58   CAHA,Keck,Pal1.5,WIYN
1050    5809890    2    0    0       1.3   1050.02   1047   1050.02     14.00     14.44     11.88   Pal1.5,WIYN
1051    6131236    0    1    0       2.1   1051.01    985   1051.01     15.39     15.57     13.88   Pal1.5
1052    5956342    4    0    0       1.7   1052.02    479   1052.03     15.38     15.60     13.90   Pal1.5
1053    5956656    1    1    0       1.2   1053.01    453   1053.02     15.38     15.82     13.53   Pal1.5
1054    6032981    0    0    1      15.3   1054.01   3859   1054.01     11.90     12.12     10.07   Keck,MMT,Pal1.5,WIYN
1058    6124941    0    1    0       0.7   1058.01    342   1058.01     13.78     14.26     10.68   Pal5
1059    6060203    1    0    0       0.9   1059.01   1593   1059.01     14.80     15.05     13.04   Pal1.5
1060    5880320    4    0    0       1.5   1060.04    863   1060.03     14.35     14.61     13.11   Pal1.5
1061    6037187    1    0    0       2.2   1061.01    533   1061.01     14.50     14.68     12.97   Pal1.5
1066    8260218    0    1    0       9.8   1066.01    943   1066.01     15.62     15.91     13.86   Keck,Pal1.5
1067    8246781    0    1    0     101.7   1067.01    344   1067.01     14.69     14.92     13.23   Keck,Pal1.5
1068    8264070    0    0    1      15.2   1068.01   2170   1068.01     15.04     15.40     13.17   WIYN
1070    8240904    2    1    0       1.9   1070.03    390   1070.02     15.59     15.85     13.81   Pal1.5
1072    8229696    1    0    0       2.2   1072.01    902   1072.01     14.74     15.14     13.20   Pal1.5
1074   10272640    1    0    0      13.0   1074.01   1321   1074.01     15.44     15.52     13.97   Pal1.5
1078   10166274    3    0    0       2.0   1078.03    303   1078.03     15.44     16.23     12.48   Keck,Pal1.5
1081   10149023    0    1    0      21.6   1081.01    901   1081.01     15.22     15.41     13.73   Pal1.5
1082   10141900    1    3    0       1.2   1082.03    708   1082.04     15.69     16.07     13.75   Pal1.5
1083   10157458    1    0    0       1.6   1083.01    876   1083.01     15.30     15.58     13.62   Pal1.5
1085   10118816    0    1    0       0.9   1085.01    502   1085.01     15.23     15.99     12.25   HST,Keck,Pal1.5
1086   10122255    1    0    0       2.3   1086.01    641   1086.01     14.61     14.82     13.18   Pal1.5
1089    3247268    1    1    0       4.8   1089.02    446   1089.01     14.70     14.98     13.10   Pal1.5
1094    2721030    1    0    0       2.8   1094.01    990   1094.01     15.68     15.92     13.99   Pal1.5
1095    3329204    0    1    0       6.8   1095.01    450   1095.01     15.62     15.84     13.91   Pal1.5
1096    3230491    0    1    0       9.8   1096.01    139   1096.01     14.71     14.95     12.97   CAHA,Pal1.5
1099    2853093    1    0    0       6.2   1099.01    318   1099.01     15.44     15.66     13.81   Pal1.5
1101    3245969    1    1    0       1.7   1101.01    632   1101.02     15.68     16.10     13.51   Keck,Pal1.5
1102    3231341    4    0    0       1.6   1102.04    748   1102.03     14.93     15.25     13.37   Pal1.5
1103    2860866    0    1    0       7.7   1103.01    478   1103.01     14.96     15.12     13.59   Pal1.5
1106    3240158    2    1    0       1.4   1106.03    773   1106.02     14.82     14.99     13.39   Pal1.5
1108    3218908    3    0    0       0.9   1108.02    585   1108.01     14.60     14.88     12.92   Pal1.5
1109    3235672    0    0    1       0.9   1109.01    832   1109.01     14.79     15.20     12.73   Pal1.5
1110    2837111    1    1    0       0.8   1110.02    890   1110.01     14.79     14.98     13.20   Pal1.5
1112    3109930    0    1    0       2.4   1112.01    566   1112.01     14.63     14.86     13.07   Keck,Pal1.5
1113    2854914    2    0    0       2.3   1113.01    479   1113.02     13.70     13.85     12.38   Pal1.5
1115    3116412    1    0    0       2.0   1115.01    855   1115.01     13.97     14.26     12.30   Pal1.5
1116    2849805    1    0    0       1.5   1116.01   1238   1116.01     13.33     13.50     11.89   Lick,Pal1.5,WIYN
1117    3114811    1    0    0       2.5   1117.01   1204   1117.01     12.81     12.97     11.64   Lick,Pal1.5,WIYN
1118    2853446    0    1    0       1.6   1118.01   1004   1118.01     13.84     14.03     12.43   Pal1.5
1119    3003992    0    1    1       0.7   1119.02    680   1119.02     11.16     11.07      9.00   Pal5,WIYN
1121    6359798    0    0    1      42.0   1121.01    691   1121.01     12.93     13.15     11.32   Pal1.5
1126    6307521    0    1    1       1.8   1126.02    173   1126.02     15.26     15.61     13.35   Gem
1127    6359320    2    1    0       1.2   1127.03    875   1127.02     15.81     16.00     13.96   Pal1.5
1128    6362874    1    0    0       1.2   1128.01   1614   1128.01     13.51     13.81     11.77   Pal1.5,WIYN
1129    6272413    1    0    0       1.4   1129.01    904   1129.01     15.46     15.63     13.32   Pal1.5
1137    8332986    0    1    0      35.0   1137.01    228   1137.01     14.04     14.36     12.22   Pal1.5
1141    8346392    1    0    0       1.5   1141.01    590   1141.01     15.95     16.67     13.05   Pal1.5
1142    8288947    1    0    0       1.7   1142.01    977   1142.01     15.76     16.13     13.79   Pal1.5
1145    8313667    0    1    0       2.3   1145.01    594   1145.01     14.14     14.38     12.69   Pal1.5
1146    8351704    1    0    0       0.8   1146.01    428   1146.01     15.65     16.48     12.61   Keck,Pal1.5
1148    8410727    2    0    0       1.5   1148.02    769   1148.02     13.91     14.05     12.63   Pal1.5
1150    8278371    1    0    0       1.0   1150.01   2173   1150.01     13.33     13.53     11.82   Lick,Pal1.5,WIYN
1151    8280511    3    2    0       0.7   1151.03    609   1151.05     13.40     13.67     11.74   Keck,Lick,Pal1.5,Pal5,WIYN
1152   10287248    0    0    1      14.8   1152.01    558   1152.01     13.99     14.64     11.47   Pal1.5
1159   10354039    0    1    0       5.4   1159.01    383   1159.01     15.33     15.92     13.18   Pal1.5
1160   10330115    1    0    0       2.7   1160.01    628   1160.01     15.99     16.29     14.05   Pal1.5
1161   10426656    3    0    0       1.3   1161.03    723   1161.02     14.68     14.99     12.71   Pal1.5
1162   10528068    1    0    0       3.7   1162.01    390   1162.01     12.78     12.96     11.32   Lick,Pal1.5,Pal5,WIYN
1163   10468940    2    0    0       1.5   1163.01    835   1163.02     14.97     15.23     13.22   Pal1.5
1164   10341831    0    0    1      21.3   1164.01    922   1164.01     14.96     15.84     11.80   Keck,Pal1.5
1165   10337517    1    1    0       0.9   1165.02   1032   1165.01     13.92     14.18     12.29   Pal1.5
1166   10351231    0    1    0       2.3   1166.01    957   1166.01     15.44     15.66     13.85   Pal1.5
1168   10460629    0    1    0       3.9   1168.01    242   1168.01     14.00     14.13     12.60   Keck,LBT,Pal1.5,WIYN
1169   10319385    0    1    0       1.3   1169.01   1927   1169.01     13.25     13.49     11.72   Lick,Pal1.5,WIYN
1170   10482160    0    1    0       1.9   1170.01    838   1170.01     14.66     14.94     13.02   Pal1.5
1174   10287723    0    1    0       3.0   1174.01     25   1174.01     13.45     14.02     10.84   CAHA,Keck,Pal1.5,WIYN
1175   10350571    1    1    0       2.0   1175.02    741   1175.01     13.29     13.55     11.62   Lick,Pal1.5,Pal5,WIYN
1176    3749365    1    0    0       9.1   1176.01    752   1176.01     15.72     16.25     13.38   Pal1.5
1187    3848972    0    0    1      33.6   1187.01   2183   1187.01     14.49     14.71     12.73   CAHA,Pal1.5
1192    3644071    0    1    1      57.8   1192.01    169   1192.01     14.22     14.44     12.47   CAHA,Pal1.5,WIYN
1193    3942446    0    1    0       9.5   1193.01    366   1193.01     15.29     15.56     13.53   Pal1.5
1194    3554031    2    0    1       1.6   1194.03    593   1194.01     15.84     16.39     13.38   Pal1.5
1196    3348082    2    0    1       1.8   1196.02    594   1196.03     15.03     15.31     13.46   Pal1.5
1198    3447722    3    1    0       1.5   1198.04    675   1198.03     15.32     15.45     13.96   Pal1.5
1199    3859079    1    0    0       2.4   1199.01    353   1199.01     14.89     15.37     12.71   Pal1.5,WIYN
1201    4061149    0    1    0       1.2   1201.01    640   1201.01     15.60     16.53     12.61   Keck,Pal1.5
1202    3444588    1    0    0       1.5   1202.01   1405   1202.01     15.85     16.55     13.10   Pal1.5
1203    3962243    3    0    0       2.6   1203.03    525   1203.03     15.37     15.66     13.84   Pal1.5
1204    3438507    1    0    0       2.2   1204.01    978   1204.01     15.29     15.46     13.87   Pal1.5
1205    3869014    1    0    0       2.1   1205.01    937   1205.01     14.51     14.76     13.01   Pal1.5
1206    3756801    0    1    0       5.9   1206.01    292   1206.01     13.64     13.98     12.05   Keck,Pal1.5,WIYN
1207    3732821    1    0    0       2.1   1207.01    634   1207.01     15.19     15.59     13.25   Pal1.5
1208    3962440    0    1    0       6.4   1208.01    238   1208.01     13.59     13.78     12.36   Pal1.5,WIYN
1209    3534076    0    1    0       5.9   1209.01    251   1209.01     15.17     15.43     13.35   Pal1.5,Pal5
1210    3962357    1    0    0       2.4   1210.01    850   1210.01     14.38     14.56     13.16   Pal1.5
1212    3749134    1    0    0       1.8   1212.01    831   1212.01     14.98     15.25     13.48   Pal1.5
1214    3660924    1    0    0       1.5   1214.01   1177   1214.01     14.62     14.89     12.87   Keck,Pal1.5
1215    3939150    2    0    0       2.8   1215.02    745   1215.02     13.42     13.62     11.97   Pal1.5,Pal5,WIYN
1216    3839488    1    0    0       1.6   1216.01    884   1216.01     13.46     13.68     12.01   Lick,Pal1.5
1218    3442055    1    0    0       1.8   1218.01    579   1218.01     13.33     13.53     11.71   Pal1.5,WIYN
1219    3440861    0    0    1       0.6   1219.01    974   1219.01     14.46     14.83     12.47   Keck,MMT,Pal1.5
1220    4043190    1    0    0       2.2   1220.01   1226   1220.01     12.99     13.34     11.07   Keck,Lick,Pal1.5,WIYN
1221    3640905    2    0    0       3.4   1221.02    696   1221.02     11.58     11.92      9.47   Keck,Lick,Pal1.5,Pal5,WIYN
1222    4060815    0    0    1       2.1   1222.01   1790   1222.01     12.20     12.53     10.21   Keck,Lick,Pal1.5,WIYN
1226    6621116    0    1    0      30.7   1226.01    308   1226.01     15.32     15.73     13.22   Pal1.5
1227    6629332    0    1    0      16.9   1227.01   1269   1227.01     14.00     14.23     12.35   Pal1.5
1230    6470149    0    1    0      56.2   1230.01    695   1230.01     12.26     12.66      9.99   CAHA,Keck,Pal1.5,WIYN
1232    6665223    0    1    0      11.5   1232.01    275   1232.01     14.43     14.89     12.38   Pal1.5,WIYN
1236    6677841    3    0    0       2.5   1236.02    574   1236.03     13.66     13.74     12.51   CAHA,Pal1.5,WIYN
1238    6383821    1    0    0       1.9   1238.01    554   1238.01     14.56     14.84     12.84   Pal1.5
1239    6607286    0    2    0       1.7   1239.01   1302   1239.02     15.01     15.21     13.52   Pal1.5
1240    6690082    2    0    0       1.4   1240.01   1004   1240.02     14.47     14.72     12.84   Lick,Pal1.5
1241    6448890    2    0    0       5.0   1241.02   1079   1241.01     12.44     12.83     10.23   Keck,Lick,Pal1.5,Pal5,WIYN
1242    6607447    0    1    0       9.4   1242.01    464   1242.01     13.75     13.90     12.47   Pal1.5
1245    6693640    1    0    0       2.1   1245.01    887   1245.01     14.20     14.41     12.84   Pal1.5
1246    6441738    0    1    0       2.1   1246.01    745   1246.01     14.90     15.13     13.39   Pal1.5
1255    8494263    0    0    1      12.0   1255.01    396   1255.01     15.91     16.18     14.22   Pal1.5
1257    8751933    1    0    0       7.6   1257.01    366   1257.01     14.65     14.95     12.73   Pal1.5
